field,#,sea,status,HC type,PL/BAA,operator,HPHT,rec. oil,rec. gas,rec. ass. liq.,rec. OE,rem. oil,rem. gas,rem. ass. liq.,rem. OE,rem. OE prod. years,STOIIP,GIIP,in-place ass. liquid,in-place ass. gas,in-place free gas,in-place OE,in-place liq./OE ratio,in-place free gas/OE ratio,RF oil,RF liq.,RF gas,maturity oil,maturity gas,maturity liq.,maturity OE,res. quality,faulted,reservoir,recovery,FactPageUrl,peak year,peak OE YPR,peak oil YPR,peak gas YPR,well num,prod. num,inj. num,obs. num,lat,lon,depth min,depth mean,depth median,depth max,water depth,depth,p_h,p0,T0,GOR,oil FVF,gas FVF,oil PV0,gas PV0,HCPV0,gas PV0/HC PV0,rec. oil PV,rec. gas PV,rec. HCPV,CO2 SC,H2 SC,CO2 SC/well num,CO2 density RC,q_resv,qi_resv,q_gas,qi_gas,q_gas2,q_resv2
TYRIHANS,108,NORWEGIAN,producing,gas/oil,TYRIHANS UNIT,Equinor Energy AS,False,35.42,47.32,14.02,96.76,1.91,20.64,5.59,28.14,,68.0,74.0,20.0,17.0,57.0,179.0,0.49,0.318,0.521,0.562,0.6395,0.946,0.564,0.848,0.709,,,Tyrihans produces oil and gas from two deposits: Tyrihans South and Tyrihans North. Tyrihans South has an oil column with a condensate-rich gas cap. Tyrihans North contains gas and condensate with a thin oil zone. The main reservoir in both deposits is in the Middle Jurassic Garn Formation at a depth of 3500 metres. The reservoirs are homogenous and of good quality. Oil is also produced from reservoirs in the Middle Jurassic Ile Formation.,Tyrihans has earlier been produced with pressure support by water and gas injection. The main recovery strategy now is pressure depletion and gas cap expansion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3960848,2017.0,5.685,2.518,3.167,40.0,26.0,3.0,11.0,64.83384495,7.03867645,3616.0,3703.7,3703.7,3991.1,278.2,3667.0,374.3,374.3,129.0,250.0,1.6956108239974168,0.004084945272239545,115.3,232.84,348.14,0.67,64.78,148.89,213.67,137.11,4.08,3.43,642.0,3884.0,10852.0,,2401385.0,2.17,1880.0
TYRVING,109,NORTH,approved,oil,TYRVING UNIT,Aker BP ASA,False,4.5,0.04,0.0,4.54,4.5,0.04,0.0,4.54,,10.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.45,0.45,inf,0.0,0.0,0.0,0.0,,,"The reservoirs contain oil in sandstone of Paleocene age in the Heimdal Formation, at depths of 2140 and 2180 metres. The reservoir properties are excellent.",The drainage strategy is pressure depletion with aquifer support. ,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002471,,,,,2.0,0.0,0.0,0.0,59.607111,2.3553499999999996,2240.0,2240.0,2240.0,2240.0,122.0,2240.0,229.0,229.0,81.8,128.1,1.3250419372567324,0.005138468818901191,13.25,0.0,13.25,0.0,5.96,0.0,5.96,3.83,0.08,1.92,643.0,,,,,,
ULA,110,NORTH,producing,oil,019,Aker BP ASA,False,78.02,3.85,5.78,87.65,0.97,0.0,0.08,1.05,2.7,158.0,16.0,8.0,16.0,0.0,198.0,0.84,0.0,0.494,0.505,0.2406,0.988,1.0,0.988,0.988,,,Ula produces oil mainly from sandstone in the Upper Jurassic Ula Formation. The reservoir is at a depth of 3345 metres and consists of three units. There is also production from part of the underlying Triassic reservoir at a depth of 3450 metres. This is a tight sandstone reservoir with low effective permeability.,"Oil was initially recovered by pressure depletion, but after some years water injection was implemented to improve recovery. Water alternating gas injection (WAG) started in 1998. The WAG program has been extended with gas from the tied-in Tambar, Blane and Oda fields. Gas lift is used in some of the wells.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43800,1993.0,8.335,7.863,0.472,45.0,29.0,14.0,2.0,57.11147446666665,2.8474788,3348.3,3593.6,3593.6,3821.0,69.2,3619.2,369.4,369.4,127.4,101.3,1.300645110150599,0.004104894618265726,205.5,0.0,205.5,0.0,103.74,0.0,103.74,66.58,1.97,1.48,642.0,3123.0,4244.0,,140640.0,,2109.0
URD,111,NORWEGIAN,producing,oil,128,Equinor Energy AS,False,8.88,0.29,0.08,9.25,1.01,0.0,0.0,1.01,8.9,49.0,3.0,0.0,3.0,0.0,55.0,0.89,0.0,0.181,0.183,0.0967,0.886,1.0,0.887,0.891,,,"Urd produces oil from Lower to Middle Jurassic sandstone in the Åre, Tilje and Ile Formations. The field is structurally complex and segmented. The reservoirs are at depths of 1800-2300 metres and have moderate to good quality.",The field is produced by water injection and gas lift.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2834734,2006.0,2.132,2.063,0.069,20.0,10.0,8.0,2.0,66.0707431,8.23031125,1699.0,2076.1,2076.1,2761.0,376.6,1966.0,201.2,201.2,72.7,61.2,1.1514637763043996,0.0055570809568384364,56.42,0.0,56.42,0.0,10.31,0.0,10.31,6.64,0.13,0.33,644.0,997.0,1459.0,,0.0,,1563.0
UTGARD,112,NORTH,producing,gas,UTGARD UNIT,Equinor Energy AS,False,0.95,1.04,0.28,2.28,0.12,0.12,0.02,0.26,1.5,0.0,5.0,6.0,0.0,5.0,11.0,0.55,0.455,,0.206,0.208,,0.885,0.887,0.886,,,Utgard produces gas with high CO2 content and some condensate mainly from sandstone of Middle Jurassic age in the Hugin Formation. Minor hydrocarbon volumes occur in the Sleipner Formation. The field consists of two main segments (west and east) which are in pressure communication via the aquifer. The main reservoirs are at a depth of 3700 metres.,Utgard is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=28975098,2020.0,0.767,0.45,0.316,2.0,2.0,0.0,0.0,58.366701000000006,1.5505545,3745.0,3935.5,3935.5,4126.0,115.0,3935.5,401.6,401.6,137.9,,0.0,0.003983612703296272,0.0,19.92,19.92,1.0,0.0,4.14,4.14,2.66,0.08,1.33,641.0,5993.0,,,,0.43,1904.0
VALE,113,NORTH,shut down,gas,,,False,2.85,2.51,0.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,8.0,18.0,0.56,0.444,,0.285,0.3137,,1.0,1.0,1.0,,,Vale produced gas and condensate from Middle Jurassic sandstone in the Brent Group. The reservoir is at a depth of 3700 metres and has low permeability.,The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1578893,2015.0,0.56,0.267,0.292,2.0,2.0,0.0,0.0,59.706231,2.310508,3767.0,3825.0,3825.0,3883.0,115.0,3825.0,390.4,390.4,134.2,,0.0,0.004022536706274721,0.0,32.18,32.18,1.0,0.0,10.1,10.1,6.48,0.2,3.24,642.0,3559.0,,,,0.8,3218.0
VALEMON,114,NORTH,producing,gas,VALEMON UNIT,Equinor Energy AS,False,2.05,14.77,0.42,17.24,0.16,1.38,0.17,1.71,3.6,0.0,61.0,13.0,0.0,61.0,74.0,0.18,0.824,,0.19,0.2421,,0.907,0.866,0.901,,,Valemon produces gas and condensate from Lower Jurassic sandstone in the Cook Formation and Middle Jurassic sandstone in the Brent Group. The deposit has a complex structure with many fault blocks. The reservoirs are at depths of 3900-4200 metres and have high temperature and high pressure (HTHP).,The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=20460969,2016.0,3.308,0.463,2.846,20.0,17.0,2.0,1.0,61.04078415,2.3388891000000003,876.3,3785.8,3785.8,4612.3,133.5,4282.0,436.9,436.9,149.4,,0.0,0.0038731118604484233,0.0,236.26,236.26,1.0,0.0,57.21,57.21,36.68,1.19,1.83,641.0,4339.0,259.0,,0.0,0.83,3246.0
VALHALL,115,NORTH,producing,oil,VALHALL UNIT,Aker BP ASA,False,158.52,30.5,11.44,200.46,31.83,6.08,1.62,39.53,16.0,371.0,75.0,0.0,75.0,0.0,521.0,0.71,0.0,0.427,0.458,0.4067,0.799,0.801,0.803,0.803,,,Valhall produces oil from chalk in the Upper Cretaceous Hod and Tor Formations. The reservoir depth is 2400 metres. The Tor Formation chalk is fine-grained and has good reservoir quality. Considerable fracturing allows oil and water to flow more easily than in the underlying Hod Formation.,The field was initially produced with pressure depletion and compaction drive. Water injection in the centre of the field started in 2004. Chalk compaction as a result of pressure depletion and water weakening has led to seabed subsidence. Gas lift is used to optimise production in most of the production wells.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43548,1999.0,6.605,5.568,1.036,194.0,158.0,16.0,20.0,56.27507037113402,3.3927706391752577,304.7,2452.4,2452.4,2935.7,70.0,2557.5,261.4,261.4,92.3,202.2,1.5309678496627201,0.004780543850736612,567.99,0.0,567.99,0.0,260.2,0.0,260.2,167.29,3.97,0.86,643.0,642.0,1089.0,,0.0,,278.0
VARG,116,NORTH,shut down,oil,,,False,16.33,0.3,0.06,16.69,0.0,0.0,0.0,0.0,,43.0,5.0,0.0,5.0,0.0,53.0,0.81,0.0,0.38,0.381,0.06,1.0,1.0,1.0,1.0,,,Varg produced oil mainly from Upper Jurassic sandstone in the Ula Formation. The reservoir is at a depth of about 2700 metres. The structure is segmented and includes several isolated compartments with varying reservoir properties.,The field was produced with pressure maintenance using water and gas injection. The smaller structures were produced by pressure depletion. All wells were produced with gas lift.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43451,1999.0,1.743,1.743,0.0,35.0,27.0,8.0,0.0,58.07791157142857,1.8904775428571432,2738.8,3006.3,3006.3,3378.3,84.0,3009.5,307.4,307.4,107.2,116.3,1.3195280763967236,0.0044236301515450036,56.74,0.0,56.74,0.0,21.62,0.0,21.62,13.89,0.37,0.4,643.0,2150.0,3597.0,,415696.0,,424.0
VEGA,117,NORTH,producing,gas/oil,VEGA UNIT,Wintershall Dea Norge AS,False,11.5,27.58,11.06,50.14,2.45,9.2,2.03,13.68,,4.0,50.0,33.0,2.0,48.0,89.0,0.42,0.539,2.875,0.61,0.5516,0.787,0.666,0.801,0.727,,,"Vega produces gas and condensate from Middle Jurassic shallow marine sandstone in the Brent Group. Vega Sør additionally has an oil zone overlying the gas/condensate deposit. The reservoirs are at a depth of 3500 metres, and the quality varies from poor to medium across the field.",The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4467595,2014.0,4.015,2.349,1.666,13.0,11.0,0.0,2.0,61.23802938461539,3.3997349230769234,3408.0,3626.9,3626.9,4113.0,373.2,3618.0,369.3,369.3,127.4,500.0,2.3399197334130197,0.004105714627144939,9.36,197.07,206.43,0.96,5.71,108.71,114.42,73.42,2.17,5.65,642.0,5608.0,,,,1.14,3468.0
VERDANDE,118,NORWEGIAN,approved,oil/gas,VERDANDE UNIT,Equinor Energy AS,False,4.7,0.89,0.1,5.69,4.7,0.89,0.1,5.69,,39.0,6.0,0.0,4.0,2.0,49.0,0.8,0.041,0.121,0.123,0.1483,0.0,0.0,0.0,0.0,,,The reservoir contains oil and gas in sandstone of Early Cretaceous age in the Lange Formation. It is at a depth of about 3000 metres and has good quality.,The field will be produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002481,,,,,4.0,0.0,0.0,0.0,66.09477849999999,8.0698165,3114.0,3270.0,3264.0,3437.0,373.0,3264.0,333.3,333.3,115.7,102.6,1.2926330468713925,0.0042745519822254795,50.41,8.55,58.96,0.14,6.2,1.27,7.47,4.8,0.13,1.2,642.0,,,,,,
VESLEFRIKK,119,NORTH,shut down,oil/gas,052,Equinor Energy AS,False,55.34,4.19,3.44,62.97,0.0,0.0,0.0,0.0,,120.0,19.0,2.0,17.0,2.0,158.0,0.77,0.013,0.461,0.482,0.2205,1.0,1.0,1.0,1.0,,,"Veslefrikk produced oil and some gas from Jurassic sandstone in the Statfjord, Dunlin and Brent Groups. The main reservoir was in the Brent Group. The reservoir depths are between 2800 and 3200 metres.",Veslefrikk had earlier been produced with pressure support from water alternating gas injection (WAG) in the Brent and Dunlin reservoirs and with gas recycling in the Statfjord reservoir. The field was subsequently produced by depletion until shut-in.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43618,1995.0,5.122,4.715,0.408,68.0,43.0,21.0,4.0,60.78274010294117,2.8978582794117647,2689.1,3134.1,3134.1,4105.0,175.0,3147.5,321.4,321.4,111.8,141.7,1.390206992833305,0.004339606358474771,166.82,8.68,175.5,0.05,80.38,1.91,82.29,52.85,1.43,0.78,642.0,1571.0,4522.0,,213213.0,,1083.0
VEST EKOFISK,120,NORTH,shut down,gas,018,ConocoPhillips Skandinavia AS,False,12.15,25.97,2.72,40.84,0.0,0.0,0.0,0.0,,0.0,42.0,60.0,0.0,42.0,102.0,0.59,0.412,,0.248,0.6183,,1.0,1.0,1.0,,,Vest Ekofisk produced oil and gas from fractured chalk of Late Cretaceous age in the Tor Formation and of early Paleocene age in the Ekofisk Formation. The reservoir is at a depth of 3200 metres above a salt dome.,The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43513,1978.0,8.193,3.847,4.346,19.0,19.0,0.0,0.0,56.56307357894737,3.08570947368421,3320.2,3372.3,3372.3,3781.3,71.0,3348.6,341.9,341.9,118.5,,0.0,0.004230686477114785,0.0,177.69,177.69,1.0,0.0,109.87,109.87,70.52,1.99,3.71,642.0,2338.0,,,,1.08,4579.0
VIGDIS,121,NORTH,producing,oil,089,Equinor Energy AS,False,75.81,1.71,2.64,80.16,7.49,0.0,0.0,7.49,7.2,154.0,13.0,0.0,13.0,0.0,180.0,0.86,0.0,0.492,0.509,0.1315,0.901,1.0,0.905,0.907,,,"Vigdis produces oil from sandstone in several structures. The reservoirs in Vigdis Brent and Lomre are in the Middle Jurassic Brent Group, while the reservoirs in Vigdis Øst-Nordøst are in the Upper Triassic and Lower Jurassic Statfjord Group. The Borg Nordvest reservoir is in Upper Jurassic intra-Draupne sandstone. The reservoirs are at depths of 2200-2600 metres and have generally good quality.",The field is produced by pressure support using water injection. Some of the reservoirs are affected by pressure depletion on the Statfjord field.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43732,1999.0,5.109,5.109,0.0,50.0,30.0,12.0,8.0,61.37499694000001,2.10170908,2345.0,2537.3,2537.3,3088.0,275.4,2493.5,254.9,254.9,90.2,84.4,1.2226805098400577,0.004843749048592477,188.29,0.0,188.29,0.0,95.92,0.0,95.92,61.67,1.44,1.23,643.0,2576.0,4664.0,,3.0,,1103.0
VILJE,122,NORTH,producing,oil,036 D,Aker BP ASA,False,14.74,0.0,0.0,14.74,1.06,0.0,0.0,1.06,8.3,24.0,1.0,0.0,1.0,0.0,26.0,0.92,0.0,0.614,0.614,0.0,0.928,,0.928,0.928,,,Vilje produces oil from turbidite sandstone of Paleocene age in the Heimdal Formation. The reservoir is in a fan system at a depth of 2150 metres and has good quality.,The field is produced by natural water drive from the regional underlying Heimdal aquifer.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3392471,2010.0,1.866,1.783,0.083,8.0,4.0,0.0,4.0,59.6563705,2.27840425,2099.0,2183.6,2183.6,2244.0,122.0,2187.0,223.6,223.6,80.0,41.7,1.1140269996391257,0.005209125141004675,26.74,0.0,26.74,0.0,16.42,0.0,16.42,10.57,0.23,1.32,643.0,2737.0,,,,,2037.0
VISUND,123,NORTH,producing,gas/oil,VISUND INSIDE,Equinor Energy AS,False,41.71,71.79,15.92,129.42,3.05,26.94,5.97,35.96,,91.0,117.0,41.0,26.0,91.0,275.0,0.48,0.331,0.458,0.437,0.6136,0.927,0.625,0.844,0.722,,,"Visund produces oil and gas from sandstone of Late Triassic and Early Jurassic age in the Lunde Formation and Statfjord Group, and of Middle Jurassic age in the Brent Group. The reservoirs are in several tilted fault blocks with varying pressure and liquid systems. The reservoirs are at depths of 2900-3000 metres. The reservoir quality is generally good in the main reservoirs.","The field is mainly produced by pressure depletion, and partly with pressure support from water injection. Gas has earlier also been injected in some segments, but increased gas export since 2015 has reduced gas available for injection. Gas injection was terminated in 2021.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43745,2021.0,7.105,1.606,5.498,70.0,45.0,8.0,17.0,61.38198591428572,2.4829607428571423,1147.0,2910.6,2910.6,3470.4,343.1,2946.2,300.9,300.9,105.1,285.7,1.7664682406682664,0.00446644276655065,160.75,406.45,567.19,0.72,70.18,249.39,319.57,205.34,5.34,2.93,643.0,6906.0,10628.0,,2165663.0,3.77,3170.0
VISUND SØR,124,NORTH,producing,gas/oil,VISUND INSIDE,Equinor Energy AS,False,2.8,5.68,1.5,9.98,0.11,0.24,0.06,0.41,2.1,13.0,12.0,4.0,3.0,9.0,32.0,0.53,0.281,0.215,0.253,0.4733,0.961,0.958,0.961,0.959,,,Visund Sør produces oil and gas from sandstone in the Middle Jurassic Brent Group and the Upper Triassic Statfjord Group. The reservoir depth is 2800-2900 metres.,The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=20461008,2015.0,1.62,0.845,0.775,8.0,5.0,0.0,3.0,61.30054225,2.3637876249999996,2838.0,2891.8,2891.8,2997.0,291.1,2881.5,294.3,294.3,103.0,230.8,1.6181183999757698,0.004512612201689921,21.04,40.61,61.65,0.66,5.32,19.22,24.54,15.77,0.4,1.97,642.0,7856.0,,,,2.12,2985.0
VOLUND,125,NORTH,producing,oil/gas,150,Aker BP ASA,False,12.57,1.67,0.0,14.24,0.67,0.11,0.0,0.78,5.5,22.0,4.0,0.0,2.0,2.0,28.0,0.79,0.071,0.571,0.571,0.4175,0.947,0.934,0.947,0.945,,,Volund produces oil from Paleocene sandstone in the Hermod Formation. The deposit is a unique injectite trap. The sand was remobilised in the early Eocene and injected into the overlying Balder Formation. The reservoir is at a depth of 2000 metres and has excellent quality.,The field is produced with significant pressure support from the aquifer and with injection of produced water delivered from the Alvheim FPSO.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4380167,2012.0,2.171,1.99,0.181,24.0,15.0,1.0,8.0,59.49558183333334,1.9660755833333334,1815.0,1999.2,1999.2,2298.0,123.9,1972.0,201.8,201.8,72.9,90.9,1.2225466418296627,0.005546652494609641,26.9,11.09,37.99,0.29,15.37,4.63,20.0,12.88,0.25,0.54,644.0,1904.0,3870.0,,0.0,,1429.0
VOLVE,126,NORTH,shut down,oil,1092,Aker BP ASA,False,10.17,0.81,0.39,11.37,0.0,0.0,0.0,0.0,,19.0,3.0,0.0,3.0,0.0,25.0,0.76,0.0,0.535,0.556,0.27,1.0,1.0,1.0,1.0,,,Volve produced oil from sandstone of Middle Jurassic age in the Hugin Formation. The reservoir is at a depth of 2700-3100 metres. The western part of the structure is heavily faulted and communication across the faults is uncertain.,The field was produced with water injection for pressure support.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3420717,2009.0,3.165,2.868,0.297,20.0,9.0,3.0,8.0,58.44161315,1.8874869000000007,958.1,2809.4,2809.4,3345.1,91.0,3115.0,318.1,318.1,110.7,157.9,1.4317949006145374,0.004358393063865146,27.2,0.0,27.2,0.0,15.13,0.0,15.13,9.72,0.26,0.49,642.0,4509.0,6535.0,,0.0,,1777.0
YME,127,NORTH,producing,oil,316,Repsol Norge AS,False,15.81,0.0,0.0,15.81,6.28,0.0,0.0,6.28,,57.0,3.0,0.0,3.0,0.0,63.0,0.9,0.0,0.277,0.277,0.0,0.603,,0.603,0.603,,,"The reservoir contains oil in two separate main structures, Gamma and Beta. The structures comprise six deposits. The reservoirs are in sandstone of Middle Jurassic age in the Sandnes Formation, at a depth of 3150 metres. They are heterogeneous and have variable properties.",The field is produced by pressure support from partial water injection and water alternating gas (WAG) injection. Some of the wells are equipped with gas lift.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43807,1997.0,1.98,1.98,0.0,30.0,24.0,5.0,1.0,57.80103753333333,4.4824787666666674,780.4,3176.3,3176.3,3598.0,90.4,3256.4,332.5,332.5,115.4,52.6,1.1690848458988148,0.00427820778205772,66.64,0.0,66.64,0.0,18.48,0.0,18.48,11.87,0.33,0.4,642.0,1182.0,963.0,,71926.0,,271.0
YTTERGRYTA,128,NORWEGIAN,shut down,gas,062,Equinor Energy AS,False,0.29,1.81,0.65,2.75,0.0,0.0,0.0,0.0,,0.0,7.0,1.0,0.0,7.0,8.0,0.12,0.875,,0.936,0.2586,,1.0,1.0,1.0,,,Yttergryta produced gas from sandstone of Middle Jurassic age in the Fangst Group. The reservoir is at a depth of 2400-2500 metres.,The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4973114,2013.0,0.62,0.172,0.448,1.0,1.0,0.0,0.0,65.111594,7.509225,2461.0,2461.0,2461.0,2461.0,301.0,2461.0,251.5,251.5,89.1,,0.0,0.004878345621924895,0.0,34.15,34.15,1.0,0.0,8.83,8.83,5.68,0.13,5.68,643.0,15010.0,,,,1.23,5988.0
ÆRFUGL NORD,129,NORWEGIAN,producing,gas/oil,212 E,Aker BP ASA,False,0.23,2.41,0.36,3.0,0.05,0.57,0.1,0.72,0.9,1.0,6.0,0.0,0.0,6.0,7.0,0.14,0.857,0.23,0.591,0.4017,0.783,0.763,0.755,0.76,,,The reservoir contains gas and condensate in sandstone of Late Cretaceous age in the Lysing Formation. It is at a depth of 2800 metres and has good quality.,The field is produced by depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=38542241,2023.0,0.84,0.136,0.704,2.0,1.0,0.0,1.0,65.917817,7.720978,2850.3,2860.3,2860.3,2870.3,368.0,2860.3,292.2,292.2,102.3,221.8,1.5933214014127874,0.004527299887233129,1.59,27.16,28.76,0.94,0.94,10.91,11.85,7.61,0.19,3.8,643.0,14667.0,,,,1.93,9012.0
ØRN,130,NORWEGIAN,approved,gas,942,Aker BP ASA,False,0.36,8.61,0.55,9.52,0.36,8.61,0.55,9.52,,0.0,11.0,0.0,0.0,11.0,11.0,0.0,1.0,,inf,0.7827,,0.0,0.0,0.0,,,The reservoir contains gas and condensate in sandstone of Middle Jurassic age in the Garn and Not Formations. It is at a depth of about 4100 metres and has good quality.,The field will be produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002484,,,,,1.0,0.0,0.0,0.0,65.845608,7.378808,4147.0,4147.0,4147.0,4147.0,332.0,4147.0,423.2,423.2,144.9,,0.0,0.003913150231815677,0.0,43.04,43.04,1.0,0.0,33.69,33.69,21.61,0.69,21.61,641.0,,,,,,
ØST FRIGG,131,NORTH,shut down,gas,873,Aker BP ASA,False,0.0,9.22,0.07,9.29,0.0,0.0,0.0,0.0,,0.0,21.0,0.0,0.0,21.0,21.0,0.0,1.0,,inf,0.439,,1.0,1.0,1.0,,,"Øst Frigg produced gas from sandstone of Eocene age in the Frigg Formation. The reservoir is at a depth of 1900 metres and has excellent quality. The field contains two separate structures, which are part of the same pressure system as the Frigg field.",The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43576,1991.0,1.576,0.013,1.563,5.0,5.0,0.0,0.0,59.90771060000001,2.3634608,1925.0,2162.0,2162.0,2460.0,112.0,2076.0,212.4,212.4,76.3,,0.0,0.005370990771714985,0.0,112.79,112.79,1.0,0.0,49.52,49.52,31.89,0.65,6.38,644.0,5778.0,,,,0.86,4600.0
ÅSGARD,132,NORWEGIAN,producing,gas/oil,ÅSGARD UNIT,Equinor Energy AS,False,110.66,241.61,98.75,451.02,6.66,27.1,9.02,42.79,6.1,198.0,394.0,202.0,58.0,336.0,852.0,0.47,0.394,0.559,0.524,0.6132,0.94,0.888,0.925,0.905,,,"Åsgard produces gas and considerable amounts of condensate mainly from Jurassic sandstone at depths of as much as 4850 metres. The reservoir quality varies in the different formations, and there are large variations in the reservoir properties between the four accumulations. Smørbukk is in a rotated fault block and contains gas, condensate and oil in the Åre, Tilje, Tofte, Ile and Garn Formations. Smørbukk Sør contains oil, gas and condensate in the Tilje, Ile and Garn Formations. The Midgard gas accumulation is divided into four structural segments, with the main reservoir in the Ile and Garn Formations. Blåbjørn contains oil at a depth of 3100 metres in the Upper Cretaceous Lysing Formation. The Blåbjørn reservoir is located above Smørbukk Sør.","Smørbukk and Smørbukk Sør are produced mainly by pressure depletion, with minor pressure support by gas injection. Midgard and Blåbjørn are produced by pressure depletion.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43765,2003.0,24.872,14.799,10.073,100.0,79.0,14.0,7.0,65.07484224,6.9066011000000005,2334.0,4113.7,4113.7,4955.0,290.9,4236.8,432.3,432.3,147.9,292.9,1.8284677496719934,0.0038863644967660747,362.04,1305.82,1667.86,0.78,189.54,800.76,990.3,635.04,20.54,6.35,641.0,6875.0,9936.0,,2556439.0,1.72,3065.0
AASTA HANSTEEN,133,NORWEGIAN,producing,gas/oil,218,Equinor Energy AS,False,0.0,61.33,1.18,62.51,0.0,20.74,0.3,21.04,,4.0,84.0,1.0,0.0,84.0,89.0,0.06,0.944,0.0,0.236,0.7301,,0.662,0.746,0.663,,,"The main reservoirs contain gas in Upper Cretaceous sandstone in the Nise Formation, at a depth of 3000 metres. The reservoir quality is good.",The field is produced by pressure depletion and natural aquifer drive.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=23395946,2021.0,9.092,0.172,8.92,8.0,8.0,0.0,0.0,67.0613695,6.985223124999999,2499.0,2899.1,2899.1,3204.0,1269.4,2937.0,300.0,300.0,104.8,231.7,1.6223790821631026,0.004472385573346501,6.49,375.68,382.17,0.98,1.53,274.29,275.82,177.24,4.6,22.16,643.0,15588.0,,,,3.05,13703.0
