,wlbWellboreName,wlbWellType,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,field,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,lat,lon,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbDiskosWellboreType,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType1,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,prlNpdidProdLicenceTarget,fclNpdidFacilityProducing,dscNpdidDiscovery,fldID,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbAliasName,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD,SSTVD,grad T (degC/km)
5522,33/6-1,EXPLORATION,33/6-1,Norsk Agip AS,049 ,WILDCAT,P&A,DRY, NO,1979-04-09,1979-07-06,,,,212-L,,NO,103.0,, ,3.5,25.0,3898.0,3900.0,306.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,FERNSTAR,SEMISUB STEEL,MOVEABLE,,3,NO,WILDCAT,NOT APPLICABLE,1979,1979,,,1,,,,,                    ,                    ,89,NO,,,,ED50  ,61,32,14.83,N,1,51,57.55,E,61.537453,1.865986,6823341.21,439704.03,31,33,6,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=406,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=406,initial             ,                                        ,2004-07-01,1981-07-06,,406,,,,,288280.0,0,21180.0,,,2024-01-02,2024-01-02,22.03.2024,3873.0,24.63
5523,33/6-2,EXPLORATION,33/6-2,Mobil Exploration Norway INC,206 ,WILDCAT,P&A,SHOWS, NO,1996-10-28,1997-01-02,,,,864-L,,NO,137.0,,MN9601M- line 984 & trace 2954,5.6,25.3,3945.0,3950.0,316.7,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,,15,NO,WILDCAT,NOT APPLICABLE,1996,1997,,,12,,,,,                    ,                    ,67,NO,,,,ED50  ,61,32,15.87,N,1,56,33.0,E,61.537742,1.9425,6823304.99,443772.57,31,33,6,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2873,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2873,initial             ,                                        ,2003-09-24,1999-01-02,,2873,,,,,341331.0,0,22460.0,,,2024-01-02,2024-01-02,22.03.2024,3919.7,33.01
5524,33/6-3 S,EXPLORATION,33/6-3,Suncor Energy Norge AS,375 B,APPRAISAL,P&A,DRY, NO,2012-04-17,2012-07-24,,,,1399-L,34/4-10 (Beta Brent),NO,142.0,,Seismic iln 1829. seismic xln 2600,38.5,29.0,4200.0,4444.0,332.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,SONGA DELTA,SEMISUB STEEL,MOVEABLE,,TFO2010,NO,APPRAISAL,,2012,2012,,,1,,,,,                    ,                    ,99,NO,,,,ED50  ,61,35,38.58,N,1,57,9.74,E,61.59405,1.952706,6829568.33,444415.99,31,33,6,initial             , ,3,S,,https://factpages.npd.no/pbl/wellbore_press_releases/6835-33-6-3-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6835,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6835,initial             ,                                        ,2014-12-03,2014-07-24,,6835,,,1030530.0,,287821.0,0,20108600.0,,,2024-01-02,2024-01-02,22.03.2024,4171.0,32.22
5525,33/6-4,EXPLORATION,33/6-4,Wintershall Norge AS,370 ,WILDCAT,P&A,DRY, NO,2012-07-06,2012-08-03,,,,1398-L,,NO,56.0,,PCR06M1 inline 2794 & crossline 3154,1.7,31.0,1845.0,1845.0,328.0,,LATE CRETACEOUS     ,JORSALFARE FM       ,NORTH SEA,BORGLAND DOLPHIN,SEMISUB STEEL,MOVEABLE,,TFO2005,NO,WILDCAT,,2012,2012,,,1,,,,,                    ,                    ,29,NO,,,,ED50  ,61,38,58.23,N,1,44,1.51,E,61.649508,1.733753,6835951.92,432916.39,31,33,6,initial             , ,4,,,https://factpages.npd.no/pbl/wellbore_press_releases/6822-33-6-4.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6822,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6822,initial             ,                                        ,2014-12-03,2014-08-03,,6822,,,,,297784.0,0,3810959.0,,,2024-01-02,2024-01-02,22.03.2024,1814.0,26.68
5526,33/6-5 S,EXPLORATION,33/6-5,Neptune Energy Norge AS,882 ,WILDCAT,P&A,DRY, NO,2021-08-26,2021-10-16,,,,1867-L,,NO,116.0,NEP20302,CGG21M02_NVG20PH1-DAZ Inline 3427. Xline 31362,21.4,27.0,3455.0,3515.0,315.0,,EARLY JURASSIC      ,DRAKE FM            ,NORTH SEA,DEEPSEA YANTAI,SEMISUB STEEL,MOVEABLE,,TFO2016,NO,WILDCAT,,2021,2021,,,1,,,,,                    ,                    ,21,NO,,2021-10-16,,ED50  ,61,31,55.02,N,1,59,12.45,E,61.53195,1.986792,6822622.45,446117.39,31,33,6,initial             , ,5,S,,https://www.npd.no/aktuelt/nyheter/Resultat-av-leteboring/2021/torr-bronn-nar-snorrefeltet-i-nordsjoen--336-5-s/,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=9376,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=9376,initial             ,                                        ,2023-09-12,2023-10-16,,9376,,,,,707616.0,0,28974013.0,9172.0,,2024-02-16,2024-01-02,22.03.2024,3428.0,31.62
5535,33/9-9,EXPLORATION,33/9-9,Mobil Exploration Norway INC,037 ,APPRAISAL,P&A,OIL/GAS, NO,1977-07-27,1977-11-17,,,STATFJORD,179-L,33/12-1 Statfjord,NO,96.0,, ,5.2,25.0,3098.0,3100.0,145.0,,LATE TRIASSIC       ,STATFJORD GP        ,NORTH SEA,BORGNY DOLPHIN,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 2-A,NO,APPRAISAL,NOT APPLICABLE,1977,1977,,,13,BRENT GP,MIDDLE JURASSIC,DUNLIN GP,EARLY JURASSIC,STATFJORD GP        ,EARLY JURASSIC      ,114,NO,,,,ED50  ,61,17,10.19,N,1,54,26.05,E,61.286164,1.907236,6795313.86,441428.36,31,33,9,initial             , ,9,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=414,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=414,initial             ,                                        ,2011-10-03,1979-11-17,,414,,,44558.0,43658.0,288280.0,0,21084.0,,,2024-01-02,2024-01-02,22.03.2024,3073.0,28.76
5536,33/9-10,EXPLORATION,33/9-10,Mobil Exploration Norway INC,037 ,WILDCAT,P&A,DRY, NO,1978-04-08,1978-06-12,,,,193-L,,NO,112.0,, ,21.15,26.0,3693.0,3715.0,162.0,,LATE TRIASSIC       ,STATFJORD GP        ,NORTH SEA,FERNSTAR,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 2-A,NO,WILDCAT,NOT APPLICABLE,1978,1978,,,1,,,,,                    ,                    ,66,NO,,,,ED50  ,61,28,0.21,N,1,46,29.63,E,61.466725,1.774897,6815550.94,434713.13,31,33,9,initial             , ,10,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=415,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=415,initial             ,                                        ,2004-07-01,1980-06-12,,415,,,,,288280.0,0,21084.0,,,2024-01-02,2024-01-02,22.03.2024,3667.0,28.47
5537,33/9-11,EXPLORATION,33/9-11,Mobil Exploration Norway INC,037 ,WILDCAT,P&A,DRY, NO,1978-06-17,1978-08-28,,,,198-L,,NO,99.0,, ,2.4,25.0,3527.0,3528.0,287.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,FERNSTAR,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 2-A,NO,WILDCAT,NOT APPLICABLE,1978,1978,,,1,,,,,                    ,                    ,73,NO,,,,ED50  ,61,29,26.13,N,1,52,46.01,E,61.490592,1.879447,6818109.14,440329.98,31,33,9,initial             , ,11,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=416,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=416,initial             ,                                        ,2004-07-01,1980-08-28,,416,,,,,288280.0,0,21084.0,,,2024-01-02,2024-01-02,22.03.2024,3502.0,26.1
5539,33/9-13 S,EXPLORATION,33/9-13,Den norske stats oljeselskap a.s,037 ,APPRAISAL,P&A,OIL, NO,1987-10-14,1987-12-24,,,STATFJORD NORD,565-L,33/9-8 Statfjord Nord,NO,102.0,,E 86-543 & CMP 946,34.3,22.0,3001.0,3077.0,291.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 2-A,NO,APPRAISAL,NOT APPLICABLE,1987,1987,,,5,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,72,NO,,,,ED50  ,61,27,4.45,N,1,58,3.0,E,61.451236,1.9675,6813648.01,444949.13,31,33,9,initial             , ,13,S,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1028,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1028,initial             ,                                        ,2015-04-10,1989-12-24,,1028,,,44588.0,43679.0,296245.0,0,21084.0,,,2024-01-02,2024-01-02,22.03.2024,2979.0,31.69
5540,33/9-14,EXPLORATION,33/9-14,Den norske stats oljeselskap a.s,037 ,APPRAISAL,P&A,OIL, NO,1988-02-17,1988-04-09,,,STATFJORD NORD,571-L,33/9-8 Statfjord Nord,NO,103.0,,E 86 - 457  SP. 716,6.1,23.0,2979.0,2982.0,248.0,,EARLY JURASSIC      ,DRAKE FM            ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 2-A,NO,APPRAISAL,NOT APPLICABLE,1988,1988,,,5,DRAUPNE FM,LATE JURASSIC,,,                    ,                    ,53,NO,,,,ED50  ,61,26,0.26,N,1,54,4.48,E,61.433406,1.901244,6811719.66,441383.29,31,33,9,initial             , ,14,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1226,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1226,initial             ,                                        ,2015-05-10,1990-04-09,,1226,,,44588.0,43679.0,287983.0,0,21084.0,,,2024-01-02,2024-01-02,22.03.2024,2956.0,32.27
5541,33/9-15,EXPLORATION,33/9-15,Mobil Exploration Norway INC,172 ,WILDCAT,P&A,SHOWS, NO,1992-04-23,1992-06-08,,,,727-L,,NO,100.0,,E86X403&  SP. 1001,2.8,26.5,3006.9,3007.0,252.5,,MIDDLE JURASSIC     ,ETIVE FM            ,NORTH SEA,SOVEREIGN EXPLOR,SEMISUB STEEL,MOVEABLE,,13,NO,WILDCAT,NOT APPLICABLE,1992,1992,,,12,INTRA DRAUPNE FM SS,LATE JURASSIC,,,                    ,                    ,47,NO,,,,ED50  ,61,24,24.67,N,1,57,15.76,E,61.406853,1.954378,6808715.45,444170.28,31,33,9,initial             , ,15,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1810,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1810,initial             ,                                        ,2004-02-27,1994-06-08,,1810,,,,,289846.0,0,22188.0,,,2024-01-02,2024-01-02,22.03.2024,2980.4,31.0
5542,33/9-16,EXPLORATION,33/9-16,Mobil Exploration Norway INC,172 ,WILDCAT,P&A,SHOWS, NO,1992-11-28,1993-01-20,,,,750-L,,NO,101.0,,E86R91-line715 & xline1025,1.66,22.0,2870.0,2870.0,227.0,,MIDDLE JURASSIC     ,NESS FM             ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,,13,NO,APPRAISAL,NOT APPLICABLE,1992,1993,,,12,,,,,                    ,                    ,53,NO,,,,ED50  ,61,23,28.81,N,1,57,1.93,E,61.391336,1.950536,6806990.41,443937.38,31,33,9,initial             , ,16,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1801,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1801,initial             ,                                        ,2003-09-24,1995-01-20,,1801,,,,,296245.0,0,22188.0,,,2024-01-02,2024-01-02,22.03.2024,2848.0,32.79
5543,33/9-17,EXPLORATION,33/9-17,Mobil Exploration Norway INC,172 ,WILDCAT,P&A,OIL SHOWS, NO,1994-04-02,1994-05-04,,,,786-L,,NO,120.0,,E 86 R-93-3D INLINE 497 &  CROSSLINE 436,5.6,26.0,3230.0,3233.0,228.0,,MIDDLE JURASSIC     ,NESS FM             ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,13,NO,WILDCAT,NOT APPLICABLE,1994,1994,,,12,,,,,                    ,                    ,33,NO,,,,ED50  ,61,27,18.58,N,1,50,45.79,E,61.455161,1.846053,6814193.73,438481.99,31,33,9,initial             , ,17,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2114,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2114,initial             ,                                        ,2004-05-18,1996-05-04,,2114,,,,,296326.0,0,22188.0,,,2024-01-02,2024-01-02,22.03.2024,3204.0,35.08
5545,33/9-18 A,EXPLORATION,33/9-18,Den norske stats oljeselskap a.s,037 ,WILDCAT,P&A,DRY, NO,1994-12-21,1995-01-24,,,,800-L,,NO,100.0,,CTM 94-3D: INLINE 1127 & CROSSLINE 492,0.0,23.0,3195.0,3595.0,145.0,1974.0,LATE JURASSIC       ,DRAUPNE FM          ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 2-A,NO,WILDCAT,NOT APPLICABLE,1994,1995,,,1,,,,,                    ,                    ,35,NO,,,,ED50  ,61,15,40.78,N,1,56,7.73,E,61.261328,1.935481,6792522.53,442897.08,31,33,9,sidetrack           , ,18,A,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2455,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2455,sidetrack           ,33/9-18                                 ,2004-07-01,1997-01-24,,2455,,,,,287983.0,0,21084.0,,,2024-01-02,2024-01-02,22.03.2024,3172.0,29.13
5548,33/9-20 S,EXPLORATION,33/9-20,Wintershall Norge AS,037 D,APPRAISAL,P&A,DRY, NO,2006-07-25,2006-09-09,,,,1104-L,33/9-6 DELTA,NO,119.0,,MC3D-211/19 inline 2957& xline 2620,64.8,56.3,3158.0,5502.3,156.0,,MIDDLE JURASSIC     ,ETIVE FM            ,NORTH SEA,MURCHISON A,JACKET 12 LEGS,FIXED,,Awarded additionally to round 2-A,NO,APPRAISAL,,2006,2006,,,1,,,,,                    ,                    ,47,NO,,,,ED50  ,61,23,48.26,N,1,44,27.25,E,61.396739,1.740903,6807790.25,432751.22,31,33,9,initial             , ,20,S,,https://factpages.npd.no/pbl/wellbore_press_releases/4143-33-9-20-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4143,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4143,initial             ,                                        ,2008-12-18,2008-09-09,,4143,,,44576.0,,372759.0,0,2787322.0,,,2024-01-02,2024-01-02,22.03.2024,3101.7,35.91
5887,33/12-7,EXPLORATION,33/12-7,Den norske stats oljeselskap a.s,152 ,WILDCAT,P&A,DRY, NO,1989-02-22,1989-04-27,,,,601-L,,NO,126.0,,NOD-8-87-012& SKUDDPUNKT 170,12.3,23.0,3696.0,3703.0,140.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1989,1989,,,1,,,,,                    ,                    ,65,NO,,,,ED50  ,61,7,35.72,N,1,54,32.5,E,61.126589,1.909028,6777538.47,441227.76,31,33,12,initial             , ,7,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1358,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1358,initial             ,                                        ,2005-06-30,1991-04-27,,1358,,,,,287983.0,0,22028.0,,,2024-01-02,2024-01-02,22.03.2024,3673.0,32.23
5888,33/12-8 A,EXPLORATION,33/12-8,Statoil ASA (old),152 ,WILDCAT,P&A,OIL/GAS, NO,2002-04-26,2002-05-16,,,GULLFAKS SØR,1037-L,33/12-8 A Skinfaks,YES,119.0,, ,0.0,31.0,3399.0,5098.0,137.0,2066.0,MIDDLE JURASSIC     ,RANNOCH FM          ,NORTH SEA,BORGLAND DOLPHIN,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,2002,2002,,,13,TARBERT FM,MIDDLE JURASSIC,,,                    ,                    ,21,NO,,,,ED50  ,61,4,38.34,N,1,57,56.2,E,61.077317,1.965611,6772000.95,444189.05,31,33,12,sidetrack           , ,8,A,,https://factpages.npd.no/pbl/wellbore_press_releases/4532-33-12-8-A.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4532,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4532,sidetrack           ,33/12-8 S                               ,2004-05-18,2004-05-16,,4532,,,2074147.0,43699.0,297784.0,0,22028.0,,,2024-01-02,2024-01-02,22.03.2024,3368.0,33.07
5889,33/12-8 S,EXPLORATION,33/12-8,Statoil ASA (old),152 ,WILDCAT,P&A,OIL/GAS, NO,2002-03-26,2002-04-26,,,GULLFAKS SØR,1031-L,33/12-8 S Skinfaks,YES,124.0,, ,0.0,31.0,3380.7,3750.0,137.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,BORGLAND DOLPHIN,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,2002,2002,,,13,BRENT GP,MIDDLE JURASSIC,STATFJORD GP,EARLY JURASSIC,                    ,                    ,32,NO,,,,ED50  ,61,4,38.34,N,1,57,56.2,E,61.077317,1.965611,6772000.95,444189.05,31,33,12,initial             , ,8,S,,https://factpages.npd.no/pbl/wellbore_press_releases/4493-33-12-8-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4493,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4493,initial             ,                                        ,2004-05-18,2004-04-26,,4493,,,2074087.0,43699.0,297784.0,0,22028.0,,,2024-01-02,2024-01-02,22.03.2024,3349.7,34.75
6059,34/2-1,EXPLORATION,34/2-1,Amoco Norway Oil Company,056 ,WILDCAT,JUNKED,NOT APPLICABLE, NO,1979-12-29,1980-02-23,,,,235-L,,NO,24.0,,ANO 77-02 SP.230,1.5,25.0,807.0,807.0,389.0,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,,4,NO,WILDCAT,NOT APPLICABLE,1979,1980,,,80,,,,,                    ,                    ,57,NO,,,,ED50  ,61,46,28.06,N,2,33,6.2,E,61.774461,2.551722,6849300.93,476345.98,31,34,2,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=420,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=420,initial             ,                                        ,2005-02-11,1982-02-23,,420,,,,,341331.0,0,21244.0,,,2024-01-02,2024-01-02,22.03.2024,782.0,20.96
6061,34/2-2 R,EXPLORATION,34/2-2,Amoco Norway Oil Company,056 ,WILDCAT,P&A,DRY, NO,1980-12-12,1981-05-08,,,,268-L2,,NO,120.0,,ANO 79 - 36& SP 515,11.0,26.0,4067.6,4074.0,386.0,,LATE TRIASSIC       ,STATFJORD GP        ,NORTH SEA,SEDCO 703,SEMISUB STEEL,MOVEABLE,,4,NO,WILDCAT,NOT APPLICABLE,1980,1981,,DRILLING/PLUGGING,1,,,,,                    ,                    ,148,YES,,1981-05-08,,ED50  ,61,46,16.83,N,2,33,11.38,E,61.771342,2.553161,6848952.9,476419.52,31,34,2,re-entry            , ,2,R,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=497,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=497,re-entry            ,34/2-2                                  ,2005-02-11,1983-05-08,,497,,,,,288793.0,0,21244.0,,,2024-01-02,2024-01-02,22.03.2024,4041.6,27.81
6062,34/2-3,EXPLORATION,34/2-3,Amoco Norway Oil Company,056 ,WILDCAT,P&A,SHOWS, NO,1981-05-15,1981-08-13,,,,286-L,,NO,117.0,,ANO 79 - 35  SP: 620.,5.2,26.0,3740.0,3742.0,388.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,SEDCO 703,SEMISUB STEEL,MOVEABLE,,4,NO,WILDCAT,NOT APPLICABLE,1981,1981,,,12,,,,,                    ,                    ,91,NO,,,,ED50  ,61,47,20.91,N,2,30,4.6,E,61.789142,2.501278,6850955.73,473696.79,31,34,2,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=421,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=421,initial             ,                                        ,2004-05-18,1983-08-13,,421,,,,,288793.0,0,21244.0,,,2024-01-02,2024-01-02,22.03.2024,3714.0,29.45
6063,34/2-4,EXPLORATION,34/2-4,Amoco Norway Oil Company,056 ,WILDCAT,P&A,OIL SHOWS, NO,1985-03-22,1985-06-11,,,,458-L,,NO,134.0,,79 - 39  SP. 1140,4.5,33.0,4105.0,4107.0,391.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,WEST VENTURE OLD,SEMISUB STEEL,MOVEABLE,,4,NO,WILDCAT,NOT APPLICABLE,1985,1985,,,12,,,,,                    ,                    ,82,NO,,,,ED50  ,61,45,20.11,N,2,39,37.64,E,61.755586,2.660456,6847163.49,482072.43,31,34,2,initial             , ,4,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=467,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=467,initial             ,                                        ,2004-05-18,1987-06-11,,467,,,,,362494.0,0,21244.0,,,2024-01-02,2024-01-02,22.03.2024,4072.0,31.04
6066,34/3-1 S,EXPLORATION,34/3-1,BG Norge AS,373 S,WILDCAT,P&A,OIL, NO,2008-04-28,2008-09-10,,,KNARR,1180-L,34/3-1 S Knarr,YES,142.0,,inline 5174 & crossline 3090,24.3,25.0,4081.0,4221.0,410.0,,LATE TRIASSIC       ,STATFJORD GP        ,NORTH SEA,BREDFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,,TFO2005,NO,WILDCAT,,2008,2008,,,5,COOK FM,EARLY JURASSIC,,,                    ,                    ,136,NO,,,,ED50  ,61,48,46.49,N,2,46,47.16,E,61.812914,2.779767,6853522.8,488393.54,31,34,3,initial             , ,1,S,,https://factpages.npd.no/pbl/wellbore_press_releases/5811-34-3-1-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5811,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5811,initial             ,                                        ,2010-12-23,2010-09-10,,5811,,,4999474.0,20460988.0,373521.0,0,3811116.0,,,2024-01-02,2024-01-02,22.03.2024,4056.0,33.13
6067,34/3-2 S,EXPLORATION,34/3-2,BG Norge AS,373 S,WILDCAT,P&A,SHOWS, NO,2009-10-25,2009-12-30,,,,1282-L,,NO,148.0,,inline 5165 & crossline 3224,10.4,18.0,4315.0,4331.0,409.0,,TRIASSIC            ,STATFJORD GP        ,NORTH SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,,TFO2005,NO,WILDCAT,,2009,2009,,,12,,,,,                    ,                    ,67,NO,,,,ED50  ,61,48,45.06,N,2,49,16.33,E,61.812517,2.821203,6853471.85,490577.12,31,34,3,initial             , ,2,S,,https://factpages.npd.no/pbl/wellbore_press_releases/6249-34-3-2-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6249,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6249,initial             ,                                        ,2012-01-03,2011-12-30,,6249,,,,,297514.0,0,3811116.0,,,2024-01-02,2024-01-02,22.03.2024,4297.0,32.67
