,wlbWellboreName,wlbWellType,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,field,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,lat,lon,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbDiskosWellboreType,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType1,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,prlNpdidProdLicenceTarget,fclNpdidFacilityProducing,dscNpdidDiscovery,fldID,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbAliasName,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD,SSTVD,grad T (degC/km)
5279,31/5-2 R,EXPLORATION,31/5-2,Saga Petroleum ASA,085 ,APPRAISAL,P&A,OIL/GAS, NO,1984-06-13,1984-08-30,,,TROLL,391-L2,31/2-1 (Troll Vest),NO,87.0,,ST 8007 - 132  SP 884,2.0,26.0,2500.0,2500.0,316.0,,TRIASSIC            ,HEGRE GP            ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1984,1984,,TESTING,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,79,YES,,1984-08-30,,ED50  ,60,43,33.29,N,3,32,52.74,E,60.725914,3.547983,6732542.72,529894.43,31,31,5,re-entry            , ,2,R,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=499,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=499,re-entry            ,31/5-2                                  ,2008-12-18,1986-08-30,,499,,,44534.0,46437.0,296326.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,2474.0,32.09
5280,31/5-3,EXPLORATION,31/5-3,Saga Petroleum ASA,085 ,APPRAISAL,P&A,OIL/GAS, NO,1984-04-10,1984-06-09,,,TROLL,405-L,31/2-1 (Troll Vest),NO,90.0,,8007 - 134 & SP 566,3.2,26.0,2249.0,2250.0,327.0,,EARLY JURASSIC      ,DRAKE FM            ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1984,1984,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,61,NO,,,,ED50  ,60,44,37.17,N,3,26,20.44,E,60.743658,3.439011,6734474.49,523936.46,31,31,5,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=101,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=101,initial             ,                                        ,2006-06-06,1986-06-09,,101,,,44534.0,46437.0,296326.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,2223.0,37.06
5281,31/5-4 A,EXPLORATION,31/5-4,Norsk Hydro Produksjon AS,085 ,APPRAISAL,SUSPENDED,OIL/GAS, NO,1990-10-10,1990-12-13,,,TROLL,656-L,31/2-1 (Troll Vest),NO,66.0,,NH 9056-209 & SP.95,93.0,24.0,1579.2,2603.0,316.0,1569.0,LATE JURASSIC       ,SOGNEFJORD FM       ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1990,1990,,TESTING,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,65,NO,,,,ED50  ,60,43,16.19,N,3,33,43.06,E,60.721164,3.561961,6732020.1,530661.48,31,31,5,sidetrack           , ,4,A,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1689,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1689,sidetrack           ,31/5-4 S                                ,2006-06-06,1992-12-13,,1689,,,44534.0,46437.0,296677.0,1729,21476.0,,,2024-01-02,2024-01-02,22.03.2024,1555.2,37.54
5282,31/5-4 AR,EXPLORATION,31/5-4,Norsk Hydro Produksjon AS,085 ,APPRAISAL,SUSPENDED,OIL/GAS, NO,1991-07-09,1991-07-18,,,TROLL,656-L2,31/2-1 (Troll Vest),NO,69.0,,NH 9056-209 &  SP.95,93.0,24.0,1579.0,2603.0,316.0,,LATE JURASSIC       ,SOGNEFJORD FM       ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1991,1991,,TESTING,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,10,YES,,,,ED50  ,60,43,16.19,N,3,33,43.06,E,60.721164,3.561961,6732020.1,530661.48,31,31,5,re-entry            , ,4,AR,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1832,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1832,re-entry            ,31/5-4 A                                ,2006-06-06,1993-07-18,,1832,,,44534.0,46437.0,296677.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,1555.0,39.48
5284,31/5-4 S,EXPLORATION,31/5-4,Norsk Hydro Produksjon AS,085 ,APPRAISAL,P&A,OIL/GAS, NO,1990-09-13,1990-10-10,,,TROLL,650-L,31/2-1 (Troll Vest),NO,57.0,,NH 9056 - 209&  SP. 95,53.0,24.0,1706.0,1909.0,316.0,,MIDDLE JURASSIC     ,FENSFJORD FM        ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1990,1990,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,28,NO,,,,ED50  ,60,43,16.19,N,3,33,43.06,E,60.721164,3.561961,6732020.1,530661.48,31,31,5,initial             , ,4,S,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1669,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1669,initial             ,                                        ,2006-06-06,1992-10-10,,1669,,,44534.0,46437.0,296677.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,1682.0,29.36
5285,31/5-5,EXPLORATION,31/5-5,Norsk Hydro Produksjon AS,085 ,APPRAISAL,SUSPENDED,OIL/GAS, NO,1992-12-30,1993-02-11,,,TROLL,751-L,31/2-1 (Troll Vest),NO,60.0,,NH 9101- ROW 694& COLUMN 542,1.2,29.0,1930.0,1930.0,319.0,,MIDDLE JURASSIC     ,KROSSFJORD FM       ,NORTH SEA,WEST DELTA,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1992,1993,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,44,NO,,,,ED50  ,60,41,49.66,N,3,29,8.74,E,60.697128,3.485761,6729309.74,526523.74,31,31,5,initial             , ,5,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2059,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2059,initial             ,                                        ,2004-06-29,1995-02-11,,2059,,,44534.0,46437.0,287821.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,1901.0,27.56
5286,31/5-5 R,EXPLORATION,31/5-5,Norsk Hydro Produksjon AS,085 ,APPRAISAL,P&A,OIL/GAS, NO,2002-07-18,2002-07-27,,,TROLL,751-L2,31/2-1 (Troll Vest),NO,60.0,,NH 9101- ROW 694& COLUMN 542,1.2,35.5,1936.5,1936.5,319.0,,MIDDLE JURASSIC     ,KROSSFJORD FM       ,NORTH SEA,WEST VENTURE,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,2002,2002,,PLUGGING,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,10,YES,,2002-07-27,,ED50  ,60,41,49.66,N,3,29,8.74,E,60.697128,3.485761,6729309.74,526523.74,31,31,5,re-entry            , ,5,R,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4593,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4593,re-entry            ,31/5-5                                  ,2004-07-27,2004-07-27,,4593,,,44534.0,46437.0,297055.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,1901.0,27.56
5288,31/5-7,EXPLORATION,31/5-7,Equinor Energy AS,,WILDCAT-CCS,PLUGGED,WATER, NO,2019-12-02,2020-03-06,,,,1799-L,,NO,115.0,EQ19311,3D inline 7598 and crossline 22821 (3D Cube CHGG17M01),1.7,31.0,2914.9,2915.0,307.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,WEST HERCULES,SEMISUB STEEL,MOVEABLE,,,NO,WILDCAT-CCS,,2019,2020,,,0,,,,,                    ,                    ,97,NO,,,2022-09-30,ED50  ,60,34,35.13,N,3,26,36.12,E,60.576425,3.443367,6715849.31,524299.59,31,31,5,initial             , ,7,,,https://factpages.npd.no/pbl/wellbore_press_releases/8951-31-5-7.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8951,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8951,initial             ,                                        ,2022-01-10,2020-03-06,,8951,,,,,415836.0,0,,8981.0,,2024-01-02,2024-01-02,22.03.2024,2883.9,37.24
5430,31/6-1,EXPLORATION,31/6-1,Norsk Hydro Produksjon AS,085 ,WILDCAT,P&A,OIL/GAS, NO,1983-07-15,1983-10-28,,,TROLL,381-L,31/6-1 (Troll Øst),YES,132.0,,ST 8007 - 123  SP 1175,6.25,25.0,4070.0,4070.0,302.0,,PRE-DEVONIAN        ,BASEMENT            ,NORTH SEA,NORTRYM,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,WILDCAT,NOT APPLICABLE,1983,1983,,,13,SOGNEFJORD FM,LATE JURASSIC,FENSFJORD FM,MIDDLE JURASSIC,                    ,                    ,106,NO,,,,ED50  ,60,38,44.89,N,3,40,52.28,E,60.645803,3.681189,6723687.94,537253.6,31,31,6,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=22,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=22,initial             ,                                        ,2006-02-15,1985-10-28,,22,,,44552.0,46437.0,288010.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,4045.0,30.75
5431,31/6-2,EXPLORATION,31/6-2,Den norske stats oljeselskap a.s,085 ,APPRAISAL,SUSPENDED,GAS, NO,1983-10-18,1983-12-11,,,TROLL,393-L,31/6-1 (Troll Øst),NO,65.0,,ST 8007 - 351  SP 1647,1.0,23.0,2020.0,2020.0,303.0,,EARLY JURASSIC      ,DRAKE FM            ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1983,1983,,,9,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,55,NO,,,,ED50  ,60,34,58.24,N,3,54,55.76,E,60.582844,3.915489,6716831.54,550164.4,31,31,6,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=34,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=34,initial             ,                                        ,2006-06-06,1985-12-11,,34,,,44552.0,46437.0,287983.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,1997.0,28.74
5432,31/6-2 R,EXPLORATION,31/6-2,Den norske stats oljeselskap a.s,085 ,APPRAISAL,P&A,GAS, NO,1984-07-31,1984-09-08,,,TROLL,393-L2,31/6-1 (Troll Øst),NO,72.0,,ST 8007 - 351 SP 1647,1.0,23.0,2235.0,2235.0,303.0,,LATE TRIASSIC       ,HEGRE GP            ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1984,1984,,DRILLING/PLUGGING,9,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,40,YES,,1984-09-08,,ED50  ,60,34,58.24,N,3,54,55.76,E,60.582844,3.915489,6716831.54,550164.4,31,31,6,re-entry            , ,2,R,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=498,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=498,re-entry            ,31/6-2                                  ,2006-06-06,1986-09-08,,498,,,44552.0,46437.0,287983.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,2212.0,29.11
5433,31/6-3,EXPLORATION,31/6-3,Norsk Hydro Produksjon AS,085 ,WILDCAT,P&A,DRY, NO,1983-11-01,1983-12-26,,,,394-L,,NO,76.0,,ST 8007 - 107  SP 1025,0.8,25.0,2250.0,2250.0,301.0,,TRIASSIC            ,HEGRE GP            ,NORTH SEA,NORTRYM,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,WILDCAT,NOT APPLICABLE,1983,1983,,,1,,,,,                    ,                    ,56,NO,,,,ED50  ,60,30,4.77,N,3,59,53.57,E,60.501325,3.998214,6707818.42,554834.84,31,31,6,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=35,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=35,initial             ,                                        ,2004-06-29,1985-12-26,,35,,,,,288010.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,2225.0,30.74
5434,31/6-4,EXPLORATION,31/6-4,Den norske stats oljeselskap a.s,085 ,APPRAISAL,JUNKED,NOT APPLICABLE, NO,1984-03-05,1984-03-16,,,TROLL,407-L,31/6-1 (Troll Øst),NO,37.0,,NH 8202 - 120  SP. 246,12.75,23.0,817.0,820.0,305.0,,EOCENE              ,BALDER FM           ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1984,1984,,,80,,,,,                    ,                    ,12,NO,,,,ED50  ,60,37,6.05,N,3,48,20.36,E,60.618347,3.805656,6720706.99,544097.83,31,31,6,initial             , ,4,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=404,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=404,initial             ,                                        ,2006-06-06,1986-03-16,,404,,,44552.0,46437.0,287983.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,794.0,37.01
5435,31/6-5,EXPLORATION,31/6-5,Den norske stats oljeselskap a.s,085 ,APPRAISAL,P&A,OIL/GAS, NO,1984-03-16,1984-05-21,,,TROLL,409-L,31/6-1 (Troll Øst),NO,61.0,,NH 8202 - 120  SP. 246,1.5,23.0,2028.0,2082.0,304.0,,EARLY JURASSIC      ,DRAKE FM            ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1984,1984,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,67,NO,,,,ED50  ,60,37,6.8,N,3,48,20.98,E,60.618556,3.805828,6720730.31,544106.97,31,31,6,initial             , ,5,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=105,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=105,initial             ,                                        ,2006-06-06,1986-05-21,,105,,,44552.0,46437.0,287983.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,2005.0,26.63
5436,31/6-6,EXPLORATION,31/6-6,Den norske stats oljeselskap a.s,085 ,APPRAISAL,P&A,GAS, NO,1984-05-22,1984-07-29,,,TROLL,416-L,31/6-1 (Troll Øst),NO,67.0,,NH 8007-129  SP. 156,0.0,23.0,2291.0,2293.0,313.0,,LATE TRIASSIC       ,HEGRE GP            ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1984,1984,,,9,INTRA HEATHER FM SS,LATE JURASSIC,SOGNEFJORD FM,LATE JURASSIC,                    ,                    ,69,NO,,,,ED50  ,60,41,57.08,N,3,56,4.61,E,60.699189,3.934614,6729804.22,551028.07,31,31,6,initial             , ,6,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=127,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=127,initial             ,                                        ,2006-05-23,1986-07-29,,127,,,44552.0,46437.0,287983.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,2268.0,26.19
5437,31/6-7,EXPLORATION,31/6-7,Norsk Hydro Produksjon AS,085 ,APPRAISAL,JUNKED,NOT APPLICABLE, NO,1985-04-01,1985-04-13,,,TROLL,459-L,31/6-1 (Troll Øst),NO,25.0,,N H  8202 - 338  SP.  247,1.5,25.0,698.0,698.0,300.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1985,1985,,,80,,,,,                    ,                    ,13,NO,,,,ED50  ,60,33,19.68,N,3,40,39.04,E,60.555467,3.677511,6713624.35,537156.13,31,31,6,initial             , ,7,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=141,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=141,initial             ,                                        ,2006-06-06,1987-04-13,,141,,,44552.0,46437.0,287956.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,673.0,25.84
5438,31/6-8,EXPLORATION,31/6-8,Norsk Hydro Produksjon AS,085 ,APPRAISAL,SUSPENDED,OIL/GAS, NO,1985-04-14,1985-05-25,,,TROLL,462-L,31/6-1 (Troll Øst),NO,79.0,,NH 8202 - 338  SP. 249,2.0,25.0,2138.0,2138.0,300.0,,EARLY JURASSIC      ,COOK FM             ,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1985,1985,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,42,NO,,,,ED50  ,60,33,21.36,N,3,40,39.07,E,60.555933,3.677519,6713676.33,537156.05,31,31,6,initial             , ,8,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=466,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=466,initial             ,                                        ,2006-06-06,1987-05-25,,466,,,44552.0,46437.0,287956.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,2113.0,33.79
5439,31/6-8 R,EXPLORATION,31/6-8,Norsk Hydro Produksjon AS,085 ,APPRAISAL,P&A,OIL/GAS, NO,1985-07-22,1985-09-22,,,TROLL,462-L2,31/6-1 (Troll Øst),NO,79.0,,NH 8202 - 338  SP. 249,2.0,25.0,2138.0,2138.0,300.0,,EARLY JURASSIC      ,COOK FM             ,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 7,NO,APPRAISAL,NOT APPLICABLE,1985,1985,,TESTING/PLUGGING,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,63,YES,,1985-09-22,,ED50  ,60,33,21.36,N,3,40,39.07,E,60.555933,3.677519,6713676.33,537156.05,31,31,6,re-entry            , ,8,R,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=493,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=493,re-entry            ,31/6-8                                  ,2006-06-06,1987-09-22,,493,,,44552.0,46437.0,287956.0,0,21476.0,,,2024-01-02,2024-01-02,22.03.2024,2113.0,33.79
5505,31/7-1,EXPLORATION,31/7-1,Faroe Petroleum Norge AS,740 ,WILDCAT,P&A,OIL/GAS, NO,2016-05-23,2016-06-22,,,,1620-L,31/7-1 (Brasse),YES,109.0,,Inline 2414. Xline 2615 (LN11M03),1.3,24.0,2780.0,2780.0,118.6,,EARLY JURASSIC      ,JOHANSEN FM         ,NORTH SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,TFO2013,NO,WILDCAT,,2016,2016,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,31,NO,,,,ED50  ,60,25,31.55,N,3,1,28.23,E,60.425431,3.024508,6698949.76,501349.5,31,31,7,initial             , ,1,,,https://factpages.npd.no/pbl/wellbore_press_releases/7954-31-7-1.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7954,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7954,initial             ,                                        ,2018-06-22,2018-06-22,,7954,,,28222384.0,,294382.0,0,24214205.0,,,2024-01-02,2024-01-02,22.03.2024,2756.0,36.79
5508,31/7-2 S,EXPLORATION,31/7-2,Faroe Petroleum Norge AS,740 ,APPRAISAL,P&A,OIL, NO,2017-05-24,2017-07-08,,,,1658-L,31/7-1 (Brasse),NO,92.0,,Inline 2230. Xline 2680 (LN11M03),8.5,23.0,2447.0,2450.0,120.0,,MIDDLE JURASSIC     ,TARBERT FM          ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,TFO2013,NO,APPRAISAL,,2017,2017,,,5,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,45,NO,,,2015-07-07,ED50  ,60,24,18.14,N,3,2,23.75,E,60.405039,3.039931,6696678.96,502200.06,31,31,7,initial             , ,2,S,,https://factpages.npd.no/pbl/wellbore_press_releases/8174-31-7-2-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8174,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8174,initial             ,                                        ,2019-07-07,2019-07-08,,8174,,,28222384.0,,287983.0,0,24214205.0,,,2024-01-02,2024-01-02,22.03.2024,2424.0,34.81
5514,32/2-1,EXPLORATION,32/2-1,Talisman Energy Norge AS,369 ,WILDCAT,P&A,DRY, NO,2008-06-18,2008-07-01,,,,1186-L,,NO,33.0,,line 11184. CDP no:39275,1.0,26.0,1300.0,1300.0,351.0,,TRIASSIC            ,LUNDE FM            ,NORTH SEA,TRANSOCEAN WINNER,SEMISUB STEEL,MOVEABLE,,TFO2005,NO,WILDCAT,,2008,2008,,,1,,,,,                    ,                    ,14,NO,,,,ED50  ,60,46,29.35,N,4,20,0.36,E,60.774819,4.333433,6738602.99,572630.04,31,32,2,initial             , ,1,,,https://factpages.npd.no/pbl/wellbore_press_releases/5839-32-2-1.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5839,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5839,initial             ,                                        ,2010-08-01,2010-07-01,,5839,,,,,296326.0,0,3810875.0,,,2024-01-02,2024-01-02,22.03.2024,1274.0,19.93
5515,32/4-1,EXPLORATION,32/4-1,Phillips Petroleum Company Norway,205 ,WILDCAT,P&A,DRY, NO,1996-10-21,1996-12-04,,,,863-L,,NO,110.0,,TE 90 -112 * TE 90 - 207,3.0,24.0,3185.0,3186.0,312.0,,PRE-DEVONIAN        ,BASEMENT            ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,,15,NO,WILDCAT,NOT APPLICABLE,1996,1996,,,1,,,,,                    ,                    ,45,NO,,,,ED50  ,60,43,21.58,N,4,4,36.44,E,60.722661,4.076789,6732537.25,558747.24,31,32,4,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2918,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2918,initial             ,                                        ,2002-05-29,1998-12-04,,2918,,,,,296677.0,0,22452.0,,,2024-02-24,2024-01-02,22.03.2024,3161.0,32.39
5518,33/2-1,EXPLORATION,33/2-1,Lundin Norway AS,555 ,WILDCAT,P&A,DRY, NO,2014-10-07,2014-12-26,,,,1497-L,,NO,156.0,,STO503:inline 2627 & crossline2010,4.5,24.0,4457.0,4459.0,381.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,TFO2009,NO,WILDCAT,,2014,2014,,,1,,,,,                    ,                    ,81,NO,,2014-12-26,,ED50  ,61,59,30.66,N,1,32,42.49,E,61.99185,1.545136,6874291.84,423778.56,31,33,2,initial             , ,1,,,https://factpages.npd.no/pbl/wellbore_press_releases/7391-33-2-1.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7391,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7391,initial             ,                                        ,2016-12-26,2016-12-26,,7391,,,,,294382.0,0,17654533.0,,,2024-01-02,2024-01-02,22.03.2024,4433.0,33.47
