,prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
2060,VALE,2022,0.15,0.159,0.0,0.0,0.309,0.014,1578893
2061,VALE,2023,0.102,0.094,0.0,0.0,0.196,0.008,1578893
2062,VALEMON,2015,0.266,1.516,0.028,0.0,1.811,0.032,20460969
2063,VALEMON,2016,0.451,2.846,0.012,0.0,3.308,0.111,20460969
2064,VALEMON,2017,0.319,2.599,0.011,0.0,2.929,0.08,20460969
2065,VALEMON,2018,0.301,2.367,0.006,0.0,2.673,0.103,20460969
2066,VALEMON,2019,0.185,1.509,0.004,0.0,1.697,0.107,20460969
2067,VALEMON,2020,0.118,1.023,0.005,0.0,1.146,0.068,20460969
2068,VALEMON,2021,0.083,0.644,0.002,0.0,0.729,0.051,20460969
2069,VALEMON,2022,0.094,0.505,0.001,0.0,0.6,0.046,20460969
2070,VALEMON,2023,0.059,0.408,0.011,0.0,0.477,0.039,20460969
2071,VALEMON,2024,0.057,0.485,0.025,0.0,0.567,0.067,20460969
2072,VALEMON,2025,0.055,0.553,0.017,0.0,0.625,0.039,20460969
2073,VALEMON,2026,0.025,0.239,0.008,0.0,0.272,0.015,20460969
2074,VALHALL,1982,0.085,0.0,0.002,0.0,0.087,0.0,43548
2075,VALHALL,1983,0.967,0.101,0.067,0.0,1.135,0.0,43548
2076,VALHALL,1984,2.843,0.513,0.242,0.0,3.598,0.0,43548
2077,VALHALL,1985,2.781,0.468,0.313,0.0,3.562,0.0,43548
2078,VALHALL,1986,2.538,0.43,0.277,0.0,3.245,0.0,43548
2079,VALHALL,1987,3.478,0.622,0.336,0.0,4.436,0.0,43548
2080,VALHALL,1988,3.699,0.709,0.334,0.0,4.743,0.0,43548
2081,VALHALL,1989,4.239,0.842,0.376,0.0,5.457,0.0,43548
2082,VALHALL,1990,4.156,0.919,0.375,0.0,5.45,0.0,43548
2083,VALHALL,1991,3.744,0.818,0.249,0.0,4.811,0.0,43548
2084,VALHALL,1992,4.046,0.928,0.228,0.0,5.202,0.0,43548
2085,VALHALL,1993,3.537,0.8,0.191,0.0,4.527,0.0,43548
2086,VALHALL,1994,3.155,0.667,0.165,0.0,3.988,0.0,43548
2087,VALHALL,1995,3.49,0.788,0.191,0.0,4.468,0.0,43548
2088,VALHALL,1996,4.035,0.88,0.227,0.0,5.141,0.0,43548
2089,VALHALL,1997,4.527,0.94,0.251,0.0,5.718,0.0,43548
2090,VALHALL,1998,5.168,0.965,0.241,0.0,6.375,0.0,43548
2091,VALHALL,1999,5.31,1.036,0.258,0.0,6.605,0.0,43548
2092,VALHALL,2000,4.578,0.889,0.222,0.0,5.689,0.203,43548
2093,VALHALL,2001,4.363,0.882,0.213,0.0,5.458,0.267,43548
2094,VALHALL,2002,4.181,0.875,0.2,0.0,5.255,0.334,43548
2095,VALHALL,2003,4.155,0.632,0.197,0.0,4.984,0.344,43548
2096,VALHALL,2004,4.773,0.968,0.234,0.0,5.974,0.517,43548
2097,VALHALL,2005,4.83,0.956,0.232,0.0,6.018,0.577,43548
2098,VALHALL,2006,4.041,0.772,0.21,0.0,5.024,0.844,43548
2099,VALHALL,2007,3.411,0.608,0.166,0.0,4.185,0.693,43548
2100,VALHALL,2008,2.811,0.486,0.144,0.0,3.441,0.709,43548
2101,VALHALL,2009,2.266,0.349,0.112,0.0,2.727,0.406,43548
2102,VALHALL,2010,2.09,0.338,0.104,0.0,2.532,0.397,43548
2103,VALHALL,2011,1.642,0.25,0.074,0.0,1.966,0.351,43548
2104,VALHALL,2012,0.964,0.134,0.043,0.0,1.142,0.296,43548
2105,VALHALL,2013,1.768,0.237,0.076,0.0,2.081,0.341,43548
2106,VALHALL,2014,2.225,0.381,0.115,0.0,2.721,0.488,43548
2107,VALHALL,2015,2.403,0.436,0.123,0.0,2.962,0.596,43548
2108,VALHALL,2016,1.997,0.37,0.1,0.0,2.467,0.68,43548
2109,VALHALL,2017,1.769,0.305,0.085,0.0,2.16,0.791,43548
2110,VALHALL,2018,1.863,0.307,0.088,0.0,2.258,0.848,43548
2111,VALHALL,2019,2.046,0.316,0.109,0.0,2.471,0.842,43548
2112,VALHALL,2020,2.641,0.414,0.171,0.0,3.226,0.936,43548
2113,VALHALL,2021,2.399,0.404,0.152,0.0,2.955,0.928,43548
2114,VALHALL,2022,2.042,0.351,0.125,0.0,2.518,0.865,43548
2115,VALHALL,2023,2.004,0.343,0.124,0.0,2.471,0.91,43548
2116,VALHALL,2024,2.028,0.346,0.131,0.0,2.505,1.003,43548
2117,VALHALL,2025,1.776,0.348,0.114,0.0,2.238,1.024,43548
2118,VALHALL,2026,0.512,0.101,0.033,0.0,0.646,0.331,43548
2119,VARG,1998,0.01,0.0,0.0,0.0,0.01,0.0,43451
2120,VARG,1999,1.743,0.0,0.0,0.0,1.743,0.0,43451
2121,VARG,2000,1.738,0.0,0.0,0.0,1.738,0.296,43451
2122,VARG,2001,1.185,0.0,0.0,0.0,1.185,1.067,43451
2123,VARG,2002,0.784,0.0,0.0,0.0,0.784,1.392,43451
2124,VARG,2003,0.921,0.0,0.0,0.0,0.921,0.769,43451
2125,VARG,2004,1.207,0.0,0.0,0.0,1.207,0.366,43451
2126,VARG,2005,1.281,0.0,0.0,0.0,1.281,0.327,43451
2127,VARG,2006,0.854,0.0,0.0,0.0,0.854,0.874,43451
2128,VARG,2007,0.797,0.0,0.0,0.0,0.797,1.681,43451
2129,VARG,2008,0.703,0.0,0.0,0.0,0.703,1.656,43451
2130,VARG,2009,0.789,0.0,0.0,0.0,0.789,1.034,43451
2131,VARG,2010,1.42,0.0,0.0,0.0,1.42,0.694,43451
2132,VARG,2011,0.972,0.0,0.0,0.0,0.972,0.499,43451
2133,VARG,2012,0.647,0.0,0.0,0.0,0.647,0.997,43451
2134,VARG,2013,0.46,0.0,0.0,0.0,0.46,0.942,43451
2135,VARG,2014,0.399,0.127,0.016,0.014,0.556,1.361,43451
2136,VARG,2015,0.32,0.079,0.01,0.004,0.413,1.179,43451
2137,VARG,2016,0.101,0.091,0.012,0.004,0.209,0.397,43451
2138,VEGA,2010,0.018,0.0,0.005,0.001,0.024,0.01,4467595
2139,VEGA,2011,0.658,0.742,0.36,0.044,1.804,0.052,4467595
2140,VEGA,2012,0.858,1.042,0.627,0.062,2.589,0.176,4467595
2141,VEGA,2013,0.999,1.49,0.866,0.098,3.453,0.017,4467595
2142,VEGA,2014,1.183,1.666,1.052,0.114,4.015,0.02,4467595
2143,VEGA,2015,1.115,1.686,1.024,0.109,3.934,0.027,4467595
2144,VEGA,2016,0.903,1.671,1.049,0.0,3.624,0.028,4467595
2145,VEGA,2017,0.578,1.268,0.843,0.0,2.689,0.021,4467595
2146,VEGA,2018,0.547,1.434,0.942,0.0,2.924,0.024,4467595
2147,VEGA,2019,0.468,1.503,0.788,0.0,2.758,0.022,4467595
2148,VEGA,2020,0.427,1.575,0.928,0.0,2.93,0.026,4467595
2149,VEGA,2021,0.354,1.223,0.632,0.0,2.209,0.02,4467595
2150,VEGA,2022,0.548,1.481,0.409,0.0,2.438,0.023,4467595
2151,VEGA,2023,0.383,1.622,0.442,0.0,2.446,0.027,4467595
2152,VEGA,2024,0.264,1.491,0.736,0.0,2.492,0.028,4467595
2153,VEGA,2025,0.165,1.017,0.345,0.0,1.527,0.026,4467595
2154,VEGA,2026,0.037,0.32,0.095,0.0,0.452,0.008,4467595
2155,VERDANDE,2025,0.153,0.017,0.008,0.0,0.178,0.0,42002481
2156,VERDANDE,2026,0.715,0.066,0.03,0.0,0.81,0.0,42002481
2157,VESLEFRIKK,1990,2.873,0.0,0.158,0.0,3.031,0.0,43618
2158,VESLEFRIKK,1991,3.489,0.0,0.22,0.0,3.709,0.0,43618
2159,VESLEFRIKK,1992,3.953,0.0,0.247,0.0,4.2,0.0,43618
2160,VESLEFRIKK,1993,3.932,0.117,0.232,0.0,4.281,0.0,43618
2161,VESLEFRIKK,1994,4.443,0.253,0.26,0.0,4.956,0.0,43618
2162,VESLEFRIKK,1995,4.458,0.408,0.257,0.0,5.122,0.0,43618
2163,VESLEFRIKK,1996,4.069,0.432,0.252,0.0,4.753,0.0,43618
2164,VESLEFRIKK,1997,3.475,0.139,0.086,0.0,3.7,0.0,43618
2165,VESLEFRIKK,1998,3.268,0.277,0.164,0.0,3.709,0.0,43618
2166,VESLEFRIKK,1999,1.899,0.112,0.069,0.0,2.08,0.0,43618
2167,VESLEFRIKK,2000,2.405,0.199,0.143,0.0,2.747,3.112,43618
2168,VESLEFRIKK,2001,1.977,0.065,0.064,0.0,2.105,3.854,43618
2169,VESLEFRIKK,2002,1.645,0.029,0.026,0.0,1.7,4.551,43618
2170,VESLEFRIKK,2003,1.686,0.031,0.023,0.0,1.739,4.191,43618
2171,VESLEFRIKK,2004,1.589,0.022,0.022,0.0,1.632,5.073,43618
2172,VESLEFRIKK,2005,1.527,0.044,0.035,0.0,1.606,4.46,43618
2173,VESLEFRIKK,2006,1.113,0.033,0.019,0.0,1.166,5.006,43618
2174,VESLEFRIKK,2007,0.909,0.003,0.002,0.0,0.914,5.491,43618
2175,VESLEFRIKK,2008,0.702,0.003,0.002,0.0,0.706,4.762,43618
2176,VESLEFRIKK,2009,0.678,0.002,0.001,0.0,0.682,5.233,43618
2177,VESLEFRIKK,2010,0.766,0.0,0.0,0.0,0.766,6.364,43618
2178,VESLEFRIKK,2011,0.707,0.019,0.012,0.0,0.738,5.0,43618
2179,VESLEFRIKK,2012,0.746,0.127,0.091,0.0,0.965,5.036,43618
2180,VESLEFRIKK,2013,0.536,0.165,0.101,0.0,0.802,3.553,43618
2181,VESLEFRIKK,2014,0.477,0.26,0.161,0.0,0.898,3.63,43618
2182,VESLEFRIKK,2015,0.44,0.343,0.197,0.0,0.981,4.341,43618
2183,VESLEFRIKK,2016,0.388,0.317,0.177,0.0,0.882,4.722,43618
2184,VESLEFRIKK,2017,0.315,0.213,0.114,0.0,0.642,3.857,43618
2185,VESLEFRIKK,2018,0.276,0.208,0.116,0.0,0.6,3.143,43618
2186,VESLEFRIKK,2019,0.24,0.143,0.079,0.0,0.462,2.61,43618
2187,VESLEFRIKK,2020,0.234,0.122,0.067,0.0,0.423,2.684,43618
2188,VESLEFRIKK,2021,0.123,0.099,0.047,0.0,0.269,1.367,43618
2189,VESLEFRIKK,2022,0.003,0.006,0.002,0.0,0.011,0.038,43618
2190,VESLEFRIKK,2024,-0.001,0.0,0.0,0.0,-0.001,0.0,43618
2191,VESLEFRIKK,2025,0.005,0.0,0.0,0.0,0.005,0.0,43618
2192,VEST EKOFISK,1977,0.753,0.257,0.0,0.0,1.009,0.0,43513
2193,VEST EKOFISK,1978,3.847,4.346,0.0,0.0,8.193,0.0,43513
2194,VEST EKOFISK,1979,2.136,3.914,0.241,0.0,6.291,0.0,43513
2195,VEST EKOFISK,1980,1.162,2.88,0.35,0.0,4.391,0.0,43513
2196,VEST EKOFISK,1981,0.546,1.49,0.188,0.0,2.224,0.0,43513
2197,VEST EKOFISK,1982,0.522,1.672,0.229,0.0,2.423,0.0,43513
2198,VEST EKOFISK,1983,0.517,1.68,0.28,0.0,2.478,0.0,43513
2199,VEST EKOFISK,1984,0.399,1.282,0.207,0.0,1.888,0.0,43513
2200,VEST EKOFISK,1985,0.381,1.292,0.226,0.0,1.899,0.0,43513
2201,VEST EKOFISK,1986,0.332,1.341,0.218,0.0,1.891,0.0,43513
2202,VEST EKOFISK,1987,0.283,1.246,0.202,0.0,1.731,0.0,43513
2203,VEST EKOFISK,1988,0.284,1.068,0.205,0.0,1.557,0.0,43513
2204,VEST EKOFISK,1989,0.213,0.748,0.138,0.0,1.099,0.0,43513
2205,VEST EKOFISK,1990,0.157,0.524,0.095,0.0,0.777,0.0,43513
2206,VEST EKOFISK,1991,0.119,0.415,0.064,0.0,0.597,0.0,43513
2207,VEST EKOFISK,1992,0.099,0.357,0.049,0.0,0.504,0.0,43513
2208,VEST EKOFISK,1993,0.108,0.409,0.058,0.0,0.575,0.0,43513
2209,VEST EKOFISK,1994,0.097,0.347,0.051,0.0,0.495,0.0,43513
2210,VEST EKOFISK,1995,0.071,0.252,0.039,0.0,0.362,0.0,43513
2211,VEST EKOFISK,1996,0.055,0.195,0.029,0.0,0.279,0.0,43513
2212,VEST EKOFISK,1997,0.046,0.166,0.026,0.0,0.238,0.0,43513
2213,VEST EKOFISK,1998,0.026,0.094,0.016,0.0,0.135,0.0,43513
2214,VIGDIS,1997,1.597,0.0,0.0,0.0,1.597,0.0,43732
2215,VIGDIS,1998,4.724,0.0,0.0,0.0,4.724,0.0,43732
2216,VIGDIS,1999,5.109,0.0,0.0,0.0,5.109,0.0,43732
2217,VIGDIS,2000,4.198,0.0,0.0,0.0,4.198,1.126,43732
2218,VIGDIS,2001,3.67,0.0,0.0,0.0,3.67,2.284,43732
2219,VIGDIS,2002,3.053,0.0,0.0,0.0,3.053,1.628,43732
2220,VIGDIS,2003,3.362,0.038,0.053,0.0,3.453,3.173,43732
2221,VIGDIS,2004,3.587,0.19,0.258,0.0,4.035,2.334,43732
2222,VIGDIS,2005,3.691,0.187,0.228,0.0,4.107,1.991,43732
2223,VIGDIS,2006,3.758,0.217,0.328,0.0,4.304,1.873,43732
2224,VIGDIS,2007,3.277,0.209,0.293,0.0,3.779,2.612,43732
2225,VIGDIS,2008,3.069,0.215,0.18,0.006,3.469,2.414,43732
2226,VIGDIS,2009,2.633,0.199,0.142,0.008,2.982,2.868,43732
2227,VIGDIS,2010,1.971,0.12,0.081,0.005,2.177,2.549,43732
2228,VIGDIS,2011,2.035,0.142,0.115,0.005,2.296,3.748,43732
2229,VIGDIS,2012,1.862,0.175,0.146,0.01,2.193,4.286,43732
2230,VIGDIS,2013,1.908,0.104,0.065,0.003,2.08,4.116,43732
2231,VIGDIS,2014,2.209,0.025,0.078,0.009,2.321,4.113,43732
2232,VIGDIS,2015,2.051,0.0,0.0,0.0,2.051,4.72,43732
2233,VIGDIS,2016,1.735,0.023,0.168,0.0,1.926,5.175,43732
2234,VIGDIS,2017,1.287,0.031,0.152,0.0,1.47,4.456,43732
2235,VIGDIS,2018,1.384,0.034,0.157,0.0,1.575,4.846,43732
2236,VIGDIS,2019,0.98,0.012,0.063,0.0,1.055,4.226,43732
2237,VIGDIS,2020,0.718,0.0,0.0,0.0,0.718,2.794,43732
2238,VIGDIS,2021,1.429,0.0,0.0,0.0,1.429,3.83,43732
2239,VIGDIS,2022,1.323,0.0,0.0,0.0,1.323,4.81,43732
2240,VIGDIS,2023,1.045,0.0,0.0,0.0,1.045,3.364,43732
2241,VIGDIS,2024,0.748,0.0,0.0,0.0,0.748,2.895,43732
2242,VIGDIS,2025,0.956,0.0,0.0,0.0,0.956,4.18,43732
2243,VIGDIS,2026,0.402,0.0,0.0,0.0,0.402,1.538,43732
2244,VILJE,2008,0.527,0.017,0.0,0.0,0.545,0.0,3392471
2245,VILJE,2009,1.557,0.07,0.0,0.0,1.627,0.004,3392471
2246,VILJE,2010,1.783,0.083,0.0,0.0,1.866,0.001,3392471
2247,VILJE,2011,1.772,0.081,0.0,0.0,1.854,0.032,3392471
2248,VILJE,2012,1.764,0.078,0.0,0.0,1.842,0.242,3392471
2249,VILJE,2013,1.318,0.055,0.0,0.0,1.373,0.598,3392471
2250,VILJE,2014,1.089,0.043,0.0,0.0,1.132,0.736,3392471
2251,VILJE,2015,0.789,0.026,0.0,0.0,0.815,0.951,3392471
2252,VILJE,2016,0.818,0.03,0.0,0.0,0.849,0.86,3392471
2253,VILJE,2017,0.655,0.022,0.0,0.0,0.677,0.997,3392471
2254,VILJE,2018,0.484,0.014,0.0,0.0,0.498,1.276,3392471
2255,VILJE,2019,0.294,0.007,0.0,0.0,0.302,0.904,3392471
2256,VILJE,2020,0.293,0.008,0.0,0.0,0.301,0.856,3392471
2257,VILJE,2021,0.198,0.003,0.0,0.0,0.202,0.872,3392471
2258,VILJE,2022,0.164,0.001,0.0,0.0,0.165,0.96,3392471
2259,VILJE,2023,0.127,0.001,0.0,0.0,0.128,0.759,3392471
2260,VILJE,2024,0.144,0.0,0.0,0.0,0.144,0.874,3392471
2261,VILJE,2025,0.107,0.0,0.0,0.0,0.107,0.778,3392471
2262,VILJE,2026,0.038,0.0,0.0,0.0,0.038,0.275,3392471
2263,VISUND,1999,0.628,0.0,0.0,0.0,0.628,0.0,43745
2264,VISUND,2000,2.253,0.0,0.0,0.0,2.253,0.581,43745
2265,VISUND,2001,2.536,0.0,0.0,0.0,2.536,1.121,43745
2266,VISUND,2002,2.459,0.0,0.0,0.0,2.459,0.668,43745
2267,VISUND,2003,2.021,0.0,0.0,0.0,2.021,1.005,43745
2268,VISUND,2004,1.863,0.0,0.0,0.0,1.863,1.487,43745
2269,VISUND,2005,1.116,0.345,0.043,0.0,1.504,0.297,43745
2270,VISUND,2006,1.21,1.039,0.127,0.0,2.376,0.597,43745
2271,VISUND,2007,2.251,1.507,0.133,0.0,3.891,0.822,43745
2272,VISUND,2008,1.724,0.793,0.089,0.0,2.606,0.374,43745
2273,VISUND,2009,1.563,1.137,0.133,0.0,2.834,0.364,43745
2274,VISUND,2010,1.403,1.116,0.107,0.0,2.626,0.446,43745
2275,VISUND,2011,0.669,0.557,0.039,0.0,1.265,0.199,43745
2276,VISUND,2012,0.719,0.456,0.042,0.0,1.217,0.323,43745
2277,VISUND,2013,1.043,0.654,0.074,0.0,1.77,0.44,43745
2278,VISUND,2014,1.713,0.575,0.07,0.0,2.358,1.283,43745
2279,VISUND,2015,2.166,1.329,0.137,0.0,3.632,1.167,43745
2280,VISUND,2016,2.542,2.392,0.305,0.0,5.239,1.452,43745
2281,VISUND,2017,1.949,3.48,0.427,0.0,5.856,1.442,43745
2282,VISUND,2018,1.869,4.367,0.486,0.0,6.722,1.778,43745
2283,VISUND,2019,1.508,4.917,0.527,0.0,6.953,1.715,43745
2284,VISUND,2020,1.056,4.277,0.511,0.0,5.844,1.453,43745
2285,VISUND,2021,1.019,5.498,0.587,0.0,7.105,1.847,43745
2286,VISUND,2022,0.769,5.762,0.486,0.0,7.018,1.418,43745
2287,VISUND,2023,0.546,5.54,0.539,0.0,6.624,1.396,43745
2288,VISUND,2024,0.474,4.139,0.364,0.0,4.976,1.205,43745
2289,VISUND,2025,0.445,5.097,0.294,0.0,5.836,1.641,43745
2290,VISUND,2026,0.117,1.567,0.078,0.0,1.762,0.06,43745
2291,VISUND SØR,2012,0.049,0.018,0.005,0.0,0.072,0.0,20461008
2292,VISUND SØR,2013,0.422,0.499,0.125,0.0,1.045,0.029,20461008
2293,VISUND SØR,2014,0.559,0.685,0.179,0.0,1.423,0.123,20461008
2294,VISUND SØR,2015,0.638,0.775,0.207,0.0,1.62,0.374,20461008
2295,VISUND SØR,2016,0.336,0.73,0.186,0.0,1.252,0.697,20461008
2296,VISUND SØR,2017,0.284,0.776,0.219,0.0,1.279,0.32,20461008
2297,VISUND SØR,2018,0.205,0.875,0.226,0.0,1.306,0.0,20461008
2298,VISUND SØR,2019,0.094,0.552,0.149,0.0,0.794,0.01,20461008
2299,VISUND SØR,2020,0.065,0.445,0.118,0.0,0.628,0.169,20461008
2300,VISUND SØR,2021,0.001,0.005,0.001,0.0,0.007,0.002,20461008
2301,VISUND SØR,2022,0.0,0.002,0.0,0.0,0.003,0.002,20461008
2302,VISUND SØR,2023,0.066,0.107,0.023,0.0,0.195,0.006,20461008
2303,VISUND SØR,2024,0.07,0.162,0.035,0.0,0.266,0.142,20461008
2304,VISUND SØR,2026,0.013,0.058,0.009,0.0,0.079,0.0,20461008
2305,VOLUND,2009,0.009,0.001,0.0,0.0,0.01,0.0,4380167
2306,VOLUND,2010,0.801,0.078,0.0,0.0,0.879,0.001,4380167
2307,VOLUND,2011,1.831,0.171,0.0,0.0,2.002,0.011,4380167
2308,VOLUND,2012,1.99,0.181,0.0,0.0,2.171,0.064,4380167
2309,VOLUND,2013,1.864,0.166,0.0,0.0,2.031,0.349,4380167
2310,VOLUND,2014,1.093,0.128,0.0,0.0,1.221,1.065,4380167
2311,VOLUND,2015,0.724,0.11,0.0,0.0,0.834,1.169,4380167
2312,VOLUND,2016,0.401,0.052,0.0,0.0,0.453,0.917,4380167
2313,VOLUND,2017,0.575,0.078,0.0,0.0,0.653,0.057,4380167
2314,VOLUND,2018,0.895,0.166,0.0,0.0,1.061,0.467,4380167
2315,VOLUND,2019,0.644,0.144,0.0,0.0,0.788,0.756,4380167
2316,VOLUND,2020,0.479,0.096,0.0,0.0,0.575,0.889,4380167
2317,VOLUND,2021,0.284,0.069,0.0,0.0,0.354,1.03,4380167
2318,VOLUND,2022,0.188,0.076,0.0,0.0,0.265,0.89,4380167
2319,VOLUND,2023,0.099,0.043,0.0,0.0,0.142,1.001,4380167
2320,VOLUND,2024,0.078,0.018,0.0,0.0,0.096,0.701,4380167
2321,VOLUND,2025,0.064,0.013,0.0,0.0,0.077,0.663,4380167
2322,VOLUND,2026,0.035,0.008,0.0,0.0,0.043,0.187,4380167
2323,VOLVE,2008,1.77,0.155,0.067,0.026,2.019,0.005,3420717
2324,VOLVE,2009,2.717,0.297,0.116,0.035,3.165,0.273,3420717
2325,VOLVE,2010,1.699,0.157,0.056,0.017,1.928,1.889,3420717
2326,VOLVE,2011,0.859,0.077,0.025,0.006,0.967,2.191,3420717
2327,VOLVE,2012,0.587,0.045,0.011,0.003,0.646,2.11,3420717
2328,VOLVE,2013,0.572,0.04,0.006,0.001,0.619,2.576,3420717
2329,VOLVE,2014,0.76,0.014,0.007,0.0,0.781,2.716,3420717
2330,VOLVE,2015,0.881,0.0,0.014,0.0,0.895,2.01,3420717
2331,VOLVE,2016,0.327,0.028,0.003,0.0,0.357,1.573,3420717
2332,YME,1996,1.195,0.0,0.0,0.0,1.195,0.0,43807
2333,YME,1997,1.98,0.0,0.0,0.0,1.98,0.0,43807
2334,YME,1998,1.97,0.0,0.0,0.0,1.97,0.0,43807
2335,YME,1999,1.484,0.0,0.0,0.0,1.484,0.0,43807
2336,YME,2000,1.071,0.0,0.0,0.0,1.071,0.688,43807
2337,YME,2001,0.207,0.0,0.0,0.0,0.207,0.226,43807
2338,YME,2021,0.021,0.0,0.0,0.0,0.021,0.008,43807
2339,YME,2022,0.531,0.0,0.0,0.0,0.531,0.32,43807
2340,YME,2023,1.083,0.0,0.0,0.0,1.083,1.051,43807
2341,YME,2024,1.202,0.0,0.0,0.0,1.202,1.39,43807
2342,YME,2025,0.734,0.0,0.0,0.0,0.734,1.266,43807
2343,YME,2026,0.191,0.0,0.0,0.0,0.191,0.362,43807
2344,YTTERGRYTA,2009,0.117,0.301,0.111,0.0,0.529,0.002,4973114
2345,YTTERGRYTA,2010,0.118,0.312,0.115,0.0,0.545,0.003,4973114
2346,YTTERGRYTA,2011,0.055,0.317,0.123,0.0,0.495,0.001,4973114
2347,YTTERGRYTA,2012,0.0,0.303,0.119,0.0,0.423,0.0,4973114
2348,YTTERGRYTA,2013,0.003,0.448,0.169,0.0,0.62,0.0,4973114
2349,YTTERGRYTA,2014,0.0,0.13,0.048,0.0,0.178,0.0,4973114
2350,ÆRFUGL NORD,2021,-0.003,0.024,0.003,0.0,0.024,0.001,38542241
2351,ÆRFUGL NORD,2022,0.062,0.668,0.073,0.0,0.803,0.003,38542241
2352,ÆRFUGL NORD,2023,0.054,0.704,0.077,0.0,0.835,0.022,38542241
2353,ÆRFUGL NORD,2024,0.017,0.384,0.045,0.0,0.446,0.047,38542241
2354,ÆRFUGL NORD,2025,0.013,0.042,0.004,0.0,0.059,0.005,38542241
2355,ÆRFUGL NORD,2026,0.003,0.05,0.007,0.0,0.06,0.0,38542241
2356,ØST FRIGG,1988,0.0,0.391,0.0,0.002,0.393,0.0,43576
2357,ØST FRIGG,1989,0.0,1.505,0.0,0.012,1.517,0.0,43576
2358,ØST FRIGG,1990,0.0,1.375,0.0,0.01,1.385,0.0,43576
2359,ØST FRIGG,1991,0.0,1.563,0.0,0.013,1.576,0.0,43576
2360,ØST FRIGG,1992,0.0,1.111,0.0,0.012,1.123,0.0,43576
2361,ØST FRIGG,1993,0.0,1.267,0.0,0.011,1.278,0.0,43576
2362,ØST FRIGG,1994,0.0,0.983,0.0,0.007,0.99,0.0,43576
2363,ØST FRIGG,1995,0.0,0.319,0.0,0.001,0.32,0.0,43576
2364,ØST FRIGG,1996,0.0,0.61,0.0,0.0,0.611,0.0,43576
2365,ØST FRIGG,1997,0.0,0.096,0.0,0.0,0.097,0.0,43576
2366,ØST FRIGG,1998,0.0,0.0,0.0,0.0,0.0,0.0,43576
2367,ÅSGARD,1999,3.901,0.0,0.0,0.0,3.901,0.0,43765
2368,ÅSGARD,2000,7.837,0.523,0.086,0.098,8.544,0.093,43765
2369,ÅSGARD,2001,8.32,3.892,1.306,0.681,14.2,0.136,43765
2370,ÅSGARD,2002,8.232,7.247,2.224,2.592,20.296,0.198,43765
2371,ÅSGARD,2003,6.944,10.073,3.526,4.329,24.872,0.295,43765
2372,ÅSGARD,2004,5.658,10.203,3.488,3.853,23.202,0.409,43765
2373,ÅSGARD,2005,4.637,10.513,3.639,3.351,22.14,0.438,43765
2374,ÅSGARD,2006,4.836,9.77,3.609,2.209,20.424,0.438,43765
2375,ÅSGARD,2007,6.793,11.441,4.16,0.0,22.394,0.552,43765
2376,ÅSGARD,2008,5.949,11.417,4.022,0.0,21.388,0.677,43765
2377,ÅSGARD,2009,5.729,12.174,4.54,0.0,22.443,0.876,43765
2378,ÅSGARD,2010,5.026,11.967,4.512,0.0,21.506,0.912,43765
2379,ÅSGARD,2011,3.932,12.083,4.832,0.0,20.848,0.725,43765
2380,ÅSGARD,2012,4.001,12.174,5.07,0.0,21.245,0.684,43765
2381,ÅSGARD,2013,3.166,9.614,3.849,0.0,16.629,0.692,43765
2382,ÅSGARD,2014,3.05,9.899,3.767,0.0,16.717,0.792,43765
2383,ÅSGARD,2015,2.732,9.806,3.56,0.0,16.098,0.997,43765
2384,ÅSGARD,2016,2.545,10.237,3.541,0.0,16.323,0.929,43765
2385,ÅSGARD,2017,2.331,10.2,3.373,0.0,15.904,0.824,43765
2386,ÅSGARD,2018,1.997,9.699,3.37,0.0,15.066,0.497,43765
2387,ÅSGARD,2019,1.672,8.837,3.173,0.0,13.682,0.476,43765
2388,ÅSGARD,2020,1.386,6.673,2.51,0.0,10.569,0.553,43765
2389,ÅSGARD,2021,1.077,5.391,1.853,0.0,8.32,0.409,43765
2390,ÅSGARD,2022,0.989,5.514,1.284,0.0,7.787,0.326,43765
2391,ÅSGARD,2023,0.97,4.92,1.193,0.0,7.083,0.273,43765
2392,ÅSGARD,2024,1.338,4.042,1.068,0.0,6.447,0.275,43765
2393,ÅSGARD,2025,1.927,4.586,1.03,0.0,7.543,0.337,43765
2394,ÅSGARD,2026,0.821,1.433,0.329,0.0,2.584,0.132,43765
2395,AASTA HANSTEEN,2018,0.0,0.027,0.0,0.0,0.028,0.0,23395946
2396,AASTA HANSTEEN,2019,0.0,6.749,0.0,0.168,6.917,0.011,23395946
2397,AASTA HANSTEEN,2020,0.0,8.749,0.0,0.192,8.941,0.021,23395946
2398,AASTA HANSTEEN,2021,0.0,8.92,0.0,0.172,9.092,0.019,23395946
2399,AASTA HANSTEEN,2022,0.0,8.89,0.0,0.185,9.075,0.021,23395946
2400,AASTA HANSTEEN,2023,0.0,6.901,0.0,0.148,7.049,0.018,23395946
2401,AASTA HANSTEEN,2024,0.0,8.297,0.0,0.169,8.466,0.023,23395946
2402,AASTA HANSTEEN,2025,0.0,7.039,0.0,0.15,7.189,0.021,23395946
