,prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
1059,MARULK,2025,0.013,0.242,0.022,0.0,0.277,0.013,18212090
1060,MARULK,2026,0.003,0.049,0.003,0.0,0.056,0.004,18212090
1061,MIKKEL,2003,0.0,0.463,0.195,0.229,0.887,0.002,1630514
1062,MIKKEL,2004,0.0,1.651,0.857,0.732,3.24,0.007,1630514
1063,MIKKEL,2005,0.0,1.738,0.914,0.76,3.412,0.008,1630514
1064,MIKKEL,2006,0.169,1.613,0.881,0.532,3.194,0.006,1630514
1065,MIKKEL,2007,0.74,1.85,1.0,0.0,3.59,0.007,1630514
1066,MIKKEL,2008,0.59,1.506,0.793,0.0,2.889,0.006,1630514
1067,MIKKEL,2009,0.515,1.781,0.926,0.0,3.222,0.006,1630514
1068,MIKKEL,2010,0.458,1.694,0.904,0.0,3.056,0.006,1630514
1069,MIKKEL,2011,0.414,1.672,0.903,0.0,2.989,0.006,1630514
1070,MIKKEL,2012,0.37,1.615,0.868,0.0,2.854,0.006,1630514
1071,MIKKEL,2013,0.276,1.295,0.672,0.0,2.242,0.003,1630514
1072,MIKKEL,2014,0.241,1.216,0.633,0.0,2.09,0.003,1630514
1073,MIKKEL,2015,0.22,1.107,0.581,0.0,1.907,0.014,1630514
1074,MIKKEL,2016,0.273,1.383,0.694,0.0,2.35,0.018,1630514
1075,MIKKEL,2017,0.327,1.648,0.773,0.0,2.748,0.021,1630514
1076,MIKKEL,2018,0.258,1.442,0.716,0.0,2.416,0.011,1630514
1077,MIKKEL,2019,0.208,1.236,0.612,0.0,2.056,0.013,1630514
1078,MIKKEL,2020,0.206,1.306,0.654,0.0,2.167,0.019,1630514
1079,MIKKEL,2021,0.169,1.172,0.547,0.0,1.889,0.021,1630514
1080,MIKKEL,2022,0.151,1.167,0.377,0.0,1.695,0.023,1630514
1081,MIKKEL,2023,0.124,0.915,0.307,0.0,1.346,0.016,1630514
1082,MIKKEL,2024,0.081,0.619,0.226,0.0,0.927,0.011,1630514
1083,MIKKEL,2025,0.117,0.769,0.246,0.0,1.132,0.014,1630514
1084,MIKKEL,2026,0.036,0.247,0.08,0.0,0.363,0.003,1630514
1085,MIME,1990,0.026,0.006,0.002,0.0,0.034,0.0,43792
1086,MIME,1991,0.162,0.037,0.011,0.0,0.21,0.0,43792
1087,MIME,1992,0.122,0.028,0.008,0.0,0.157,0.0,43792
1088,MIME,1993,0.064,0.015,0.004,0.0,0.083,0.0,43792
1089,MORVIN,2010,0.407,0.0,0.0,0.0,0.407,0.0,4966234
1090,MORVIN,2011,1.558,0.0,0.0,0.0,1.558,0.0,4966234
1091,MORVIN,2012,1.711,0.207,0.083,0.0,2.001,0.0,4966234
1092,MORVIN,2013,1.302,0.967,0.372,0.0,2.641,0.0,4966234
1093,MORVIN,2014,0.964,0.76,0.355,0.0,2.079,0.0,4966234
1094,MORVIN,2015,0.667,0.529,0.27,0.0,1.466,0.003,4966234
1095,MORVIN,2016,0.514,0.381,0.178,0.0,1.073,0.008,4966234
1096,MORVIN,2017,0.46,0.255,0.113,0.0,0.828,0.026,4966234
1097,MORVIN,2018,0.466,0.296,0.137,0.0,0.898,0.046,4966234
1098,MORVIN,2019,0.426,0.371,0.163,0.0,0.96,0.04,4966234
1099,MORVIN,2020,0.273,0.325,0.121,0.0,0.719,0.021,4966234
1100,MORVIN,2021,0.174,0.082,0.025,0.0,0.282,0.007,4966234
1101,MORVIN,2022,0.211,0.091,0.019,0.0,0.322,0.008,4966234
1102,MORVIN,2023,0.203,0.086,0.018,0.0,0.308,0.017,4966234
1103,MORVIN,2024,0.153,0.08,0.018,0.0,0.251,0.015,4966234
1104,MORVIN,2025,0.136,0.074,0.013,0.0,0.222,0.016,4966234
1105,MORVIN,2026,0.005,0.002,0.0,0.0,0.007,0.0,4966234
1106,MURCHISON,1981,0.72,0.0,0.0,0.0,0.72,0.0,43665
1107,MURCHISON,1982,1.052,0.0,0.0,0.0,1.052,0.0,43665
1108,MURCHISON,1983,1.054,0.019,0.049,0.0,1.121,0.0,43665
1109,MURCHISON,1984,2.863,0.081,0.195,0.0,3.139,0.0,43665
1110,MURCHISON,1985,1.696,0.055,0.139,0.0,1.89,0.0,43665
1111,MURCHISON,1986,0.893,0.046,0.082,0.0,1.022,0.0,43665
1112,MURCHISON,1987,0.344,0.024,0.024,0.0,0.392,0.0,43665
1113,MURCHISON,1988,0.523,0.024,0.019,0.0,0.566,0.0,43665
1114,MURCHISON,1989,0.485,0.017,0.016,0.0,0.518,0.0,43665
1115,MURCHISON,1990,0.481,0.008,0.013,0.0,0.501,0.0,43665
1116,MURCHISON,1991,0.394,0.011,0.01,0.0,0.416,0.0,43665
1117,MURCHISON,1992,0.469,0.018,0.015,0.0,0.502,0.0,43665
1118,MURCHISON,1993,0.289,0.009,0.007,0.0,0.306,0.0,43665
1119,MURCHISON,1994,0.23,0.004,0.005,0.0,0.239,0.0,43665
1120,MURCHISON,1995,0.203,0.004,0.005,0.0,0.212,0.0,43665
1121,MURCHISON,1996,0.236,0.006,0.005,0.0,0.247,0.0,43665
1122,MURCHISON,1997,0.28,0.011,0.01,0.0,0.302,0.0,43665
1123,MURCHISON,1998,0.269,0.006,0.007,0.0,0.282,0.0,43665
1124,MURCHISON,1999,0.252,0.004,0.005,0.0,0.261,0.0,43665
1125,MURCHISON,2000,0.168,0.001,0.005,0.0,0.173,2.25,43665
1126,MURCHISON,2001,0.09,0.0,0.0,0.0,0.09,2.161,43665
1127,MURCHISON,2002,0.105,0.0,0.001,0.0,0.106,2.136,43665
1128,MURCHISON,2003,0.114,0.0,0.003,0.0,0.117,2.337,43665
1129,MURCHISON,2004,0.09,0.0,0.001,0.0,0.092,2.258,43665
1130,MURCHISON,2005,0.082,0.0,0.0,0.0,0.082,2.189,43665
1131,MURCHISON,2006,0.088,0.0,0.002,0.0,0.09,2.378,43665
1132,MURCHISON,2007,0.078,0.0,0.0,0.0,0.078,2.162,43665
1133,MURCHISON,2008,0.075,0.0,0.001,0.0,0.076,2.153,43665
1134,MURCHISON,2009,0.068,0.0,0.001,0.0,0.069,2.396,43665
1135,MURCHISON,2010,0.046,0.0,-0.001,0.0,0.045,1.826,43665
1136,MURCHISON,2011,0.05,0.0,0.0,0.0,0.05,1.918,43665
1137,MURCHISON,2012,0.044,0.0,0.0,0.0,0.044,1.959,43665
1138,MURCHISON,2013,0.028,0.0,0.0,0.0,0.028,1.32,43665
1139,MURCHISON,2014,0.003,0.0,0.0,0.0,0.003,0.103,43665
1140,NJORD,1997,0.367,0.0,0.0,0.0,0.367,0.0,43751
1141,NJORD,1998,1.696,0.0,0.0,0.0,1.696,0.0,43751
1142,NJORD,1999,3.523,0.0,0.0,0.0,3.523,0.0,43751
1143,NJORD,2000,3.921,0.0,0.0,0.0,3.921,0.062,43751
1144,NJORD,2001,2.937,0.0,0.0,0.0,2.937,0.124,43751
1145,NJORD,2002,1.863,0.0,0.0,0.0,1.863,0.103,43751
1146,NJORD,2003,1.764,0.0,0.0,0.0,1.764,0.144,43751
1147,NJORD,2004,1.689,0.0,0.0,0.0,1.689,0.07,43751
1148,NJORD,2005,1.83,0.0,0.0,0.0,1.83,0.08,43751
1149,NJORD,2006,1.392,0.0,0.0,0.0,1.392,0.161,43751
1150,NJORD,2007,1.053,0.075,0.034,0.0,1.162,0.094,43751
1151,NJORD,2008,0.947,1.997,0.905,0.0,3.849,0.086,43751
1152,NJORD,2009,0.743,1.824,0.84,0.0,3.407,0.189,43751
1153,NJORD,2010,0.961,1.777,0.798,0.0,3.537,0.142,43751
1154,NJORD,2011,0.541,1.384,0.614,0.0,2.539,0.04,43751
1155,NJORD,2012,0.317,0.756,0.329,0.0,1.402,0.023,43751
1156,NJORD,2013,0.27,0.542,0.218,0.0,1.03,0.033,43751
1157,NJORD,2014,0.37,0.61,0.275,0.0,1.254,0.044,43751
1158,NJORD,2015,0.383,0.964,0.422,0.0,1.768,0.058,43751
1159,NJORD,2016,0.095,0.2,0.091,0.0,0.387,0.02,43751
1160,NJORD,2022,0.001,0.0,0.0,0.0,0.001,0.0,43751
1161,NJORD,2023,0.301,0.474,0.125,0.0,0.9,0.05,43751
1162,NJORD,2024,0.156,0.468,0.124,0.0,0.748,0.045,43751
1163,NJORD,2025,0.204,1.075,0.263,0.0,1.542,0.041,43751
1164,NJORD,2026,0.255,0.654,0.16,0.0,1.069,0.022,43751
1165,NORDØST FRIGG,1983,0.0,0.058,0.0,0.0,0.058,0.0,43568
1166,NORDØST FRIGG,1984,0.0,1.727,0.0,0.013,1.74,0.0,43568
1167,NORDØST FRIGG,1985,0.0,2.228,0.0,0.013,2.241,0.0,43568
1168,NORDØST FRIGG,1986,0.0,1.609,0.0,0.006,1.615,0.0,43568
1169,NORDØST FRIGG,1987,0.0,1.143,0.0,0.005,1.148,0.0,43568
1170,NORDØST FRIGG,1988,0.0,1.121,0.0,0.007,1.128,0.0,43568
1171,NORDØST FRIGG,1989,0.0,1.123,0.0,0.008,1.131,0.0,43568
1172,NORDØST FRIGG,1990,0.0,1.224,0.0,0.012,1.235,0.0,43568
1173,NORDØST FRIGG,1991,0.0,0.797,0.0,0.008,0.805,0.0,43568
1174,NORDØST FRIGG,1992,0.0,0.486,0.0,0.006,0.492,0.0,43568
1175,NORDØST FRIGG,1993,0.0,0.079,0.0,0.001,0.08,0.0,43568
1176,NORNE,1997,0.415,0.0,0.0,0.0,0.415,0.0,43778
1177,NORNE,1998,6.316,0.0,0.0,0.0,6.316,0.0,43778
1178,NORNE,1999,8.305,0.0,0.0,0.0,8.305,0.0,43778
1179,NORNE,2000,10.42,0.0,0.0,0.0,10.42,0.139,43778
1180,NORNE,2001,11.297,1.085,0.208,0.0,12.591,0.303,43778
1181,NORNE,2002,10.27,0.79,0.146,0.0,11.205,1.056,43778
1182,NORNE,2003,8.552,0.756,0.181,0.0,9.489,1.856,43778
1183,NORNE,2004,7.008,0.956,0.205,0.0,8.169,2.473,43778
1184,NORNE,2005,5.267,0.946,0.208,0.0,6.42,4.953,43778
1185,NORNE,2006,4.849,0.435,0.114,0.0,5.398,5.463,43778
1186,NORNE,2007,4.274,0.51,0.135,0.0,4.919,5.854,43778
1187,NORNE,2008,3.482,0.343,0.092,0.0,3.916,6.45,43778
1188,NORNE,2009,2.214,0.18,0.048,0.0,2.443,6.399,43778
1189,NORNE,2010,1.931,0.169,0.046,0.0,2.146,6.467,43778
1190,NORNE,2011,1.615,0.257,0.072,0.0,1.944,8.107,43778
1191,NORNE,2012,0.743,0.158,0.044,0.0,0.946,6.123,43778
1192,NORNE,2013,0.802,0.122,0.037,0.0,0.961,5.681,43778
1193,NORNE,2014,0.706,0.119,0.044,0.0,0.868,8.085,43778
1194,NORNE,2015,0.631,0.184,0.062,0.0,0.877,7.865,43778
1195,NORNE,2016,0.43,0.129,0.033,0.0,0.592,5.905,43778
1196,NORNE,2017,0.57,0.101,0.028,0.0,0.699,7.226,43778
1197,NORNE,2018,0.615,0.179,0.037,0.0,0.83,7.458,43778
1198,NORNE,2019,0.573,0.708,0.128,0.0,1.41,6.493,43778
1199,NORNE,2020,0.546,0.906,0.147,0.0,1.6,6.505,43778
1200,NORNE,2021,0.586,0.826,0.114,0.0,1.525,5.591,43778
1201,NORNE,2022,0.422,0.93,0.083,0.0,1.435,4.975,43778
1202,NORNE,2023,0.261,0.807,0.068,0.0,1.136,3.217,43778
1203,NORNE,2024,0.179,0.309,0.024,0.0,0.512,2.429,43778
1204,NORNE,2025,0.124,0.202,0.019,0.0,0.344,1.627,43778
1205,NORNE,2026,0.105,0.098,0.012,0.0,0.215,0.803,43778
1206,NOVA,2022,0.107,0.0,0.0,0.0,0.107,0.001,33197696
1207,NOVA,2023,1.245,0.0,0.0,0.0,1.245,0.003,33197696
1208,NOVA,2024,1.231,0.136,0.11,0.0,1.477,0.15,33197696
1209,NOVA,2025,1.079,0.375,0.267,0.0,1.721,0.386,33197696
1210,NOVA,2026,0.446,0.088,0.064,0.0,0.598,0.234,33197696
1211,ODA,2019,0.651,0.0,0.019,0.0,0.67,0.0,29412516
1212,ODA,2020,1.272,0.0,0.045,0.0,1.317,0.112,29412516
1213,ODA,2021,0.49,0.0,0.013,0.0,0.504,0.442,29412516
1214,ODA,2022,0.986,0.0,0.039,0.0,1.025,0.024,29412516
1215,ODA,2023,0.567,0.0,0.017,0.0,0.584,0.262,29412516
1216,ODA,2024,0.374,0.0,0.012,0.0,0.386,0.648,29412516
1217,ODA,2025,0.217,0.0,0.007,0.0,0.224,0.488,29412516
1218,ODA,2026,0.059,0.0,0.001,0.0,0.061,0.126,29412516
1219,ODIN,1984,0.0,1.515,0.0,0.016,1.532,0.0,43610
1220,ODIN,1985,0.0,3.549,0.0,0.028,3.577,0.0,43610
1221,ODIN,1986,0.0,3.371,0.0,0.021,3.392,0.0,43610
1222,ODIN,1987,0.0,3.475,0.0,0.021,3.496,0.0,43610
1223,ODIN,1988,0.0,2.729,0.0,0.015,2.744,0.0,43610
1224,ODIN,1989,0.0,2.827,0.0,0.019,2.846,0.0,43610
1225,ODIN,1990,0.0,2.625,0.0,0.02,2.645,0.0,43610
1226,ODIN,1991,0.0,2.81,0.0,0.03,2.84,0.0,43610
1227,ODIN,1992,0.0,2.289,0.0,0.023,2.312,0.0,43610
1228,ODIN,1993,0.0,1.503,0.0,0.016,1.52,0.0,43610
1229,ODIN,1994,0.0,0.565,0.0,0.007,0.572,0.0,43610
1230,ORMEN LANGE,2007,0.0,1.67,0.0,0.135,1.805,0.002,2762452
1231,ORMEN LANGE,2008,0.0,11.437,0.0,0.967,12.405,0.0,2762452
1232,ORMEN LANGE,2009,0.0,20.782,0.0,1.646,22.427,0.0,2762452
1233,ORMEN LANGE,2010,0.0,20.851,0.0,1.529,22.38,0.0,2762452
1234,ORMEN LANGE,2011,0.0,21.739,0.0,1.654,23.393,0.0,2762452
1235,ORMEN LANGE,2012,0.0,22.203,0.0,1.734,23.937,0.0,2762452
1236,ORMEN LANGE,2013,0.0,21.451,0.0,1.524,22.975,0.0,2762452
1237,ORMEN LANGE,2014,0.0,20.21,0.0,1.364,21.573,0.0,2762452
1238,ORMEN LANGE,2015,0.0,16.791,0.0,1.067,17.858,0.0,2762452
1239,ORMEN LANGE,2016,0.0,17.254,0.0,1.056,18.309,0.0,2762452
1240,ORMEN LANGE,2017,0.0,16.236,0.0,0.92,17.156,0.0,2762452
1241,ORMEN LANGE,2018,0.0,15.675,0.0,0.832,16.506,0.0,2762452
1242,ORMEN LANGE,2019,0.0,12.636,0.0,0.66,13.296,0.0,2762452
1243,ORMEN LANGE,2020,0.0,11.911,0.0,0.597,12.508,0.0,2762452
1244,ORMEN LANGE,2021,0.0,11.205,0.0,0.534,11.738,0.0,2762452
1245,ORMEN LANGE,2022,0.0,9.56,0.0,0.441,10.0,0.001,2762452
1246,ORMEN LANGE,2023,0.0,6.699,0.0,0.302,7.001,0.0,2762452
1247,ORMEN LANGE,2024,0.0,7.608,0.0,0.338,7.946,0.0,2762452
1248,ORMEN LANGE,2025,0.0,7.697,0.0,0.382,8.079,0.0,2762452
1249,ORMEN LANGE,2026,0.0,2.704,0.0,0.116,2.82,0.0,2762452
1250,OSEBERG,1986,0.291,0.0,0.0,0.0,0.291,0.0,43625
1251,OSEBERG,1987,0.808,0.0,0.0,0.0,0.808,0.0,43625
1252,OSEBERG,1988,1.126,0.0,0.0,0.0,1.126,0.0,43625
1253,OSEBERG,1989,13.514,0.0,0.0,0.0,13.514,0.0,43625
1254,OSEBERG,1990,17.309,0.0,0.0,0.0,17.309,0.0,43625
1255,OSEBERG,1991,20.916,0.0,0.0,0.0,20.916,0.0,43625
1256,OSEBERG,1992,26.104,0.0,0.0,0.0,26.104,0.0,43625
1257,OSEBERG,1993,28.463,0.0,0.0,0.0,28.463,0.0,43625
1258,OSEBERG,1994,29.212,0.0,0.0,0.0,29.212,0.0,43625
1259,OSEBERG,1995,28.985,0.0,0.0,0.0,28.985,0.0,43625
1260,OSEBERG,1996,29.126,0.0,0.0,0.0,29.126,0.0,43625
1261,OSEBERG,1997,27.268,0.0,0.0,0.0,27.268,0.0,43625
1262,OSEBERG,1998,24.102,0.0,0.0,0.0,24.102,0.0,43625
1263,OSEBERG,1999,19.435,0.0,0.0,0.0,19.435,0.0,43625
1264,OSEBERG,2000,15.411,1.403,0.63,0.0,17.444,3.047,43625
1265,OSEBERG,2001,10.97,3.797,0.955,0.0,15.722,2.155,43625
1266,OSEBERG,2002,10.113,2.798,1.019,0.0,13.929,1.742,43625
1267,OSEBERG,2003,9.175,1.239,1.025,0.0,11.439,2.305,43625
1268,OSEBERG,2004,8.714,2.423,1.184,0.0,12.321,2.537,43625
1269,OSEBERG,2005,7.467,2.821,1.165,0.0,11.452,2.982,43625
1270,OSEBERG,2006,6.262,3.37,1.255,0.0,10.887,2.802,43625
1271,OSEBERG,2007,5.164,1.548,1.303,0.0,8.014,2.415,43625
1272,OSEBERG,2008,5.293,3.818,1.179,0.0,10.29,2.395,43625
1273,OSEBERG,2009,5.125,2.38,1.075,0.0,8.58,2.715,43625
1274,OSEBERG,2010,4.309,3.103,0.959,0.0,8.371,2.915,43625
1275,OSEBERG,2011,3.914,1.53,1.199,0.0,6.643,2.118,43625
1276,OSEBERG,2012,3.311,4.569,1.176,0.0,9.056,1.783,43625
1277,OSEBERG,2013,2.999,3.69,1.198,0.0,7.886,1.76,43625
1278,OSEBERG,2014,2.732,1.95,1.098,0.0,5.78,2.055,43625
1279,OSEBERG,2015,3.036,2.695,1.12,0.0,6.851,2.947,43625
1280,OSEBERG,2016,3.49,1.418,1.162,0.0,6.07,3.068,43625
1281,OSEBERG,2017,3.49,3.463,1.178,0.0,8.13,3.585,43625
1282,OSEBERG,2018,2.568,2.701,1.055,0.0,6.324,2.921,43625
1283,OSEBERG,2019,3.321,3.12,1.077,0.0,7.518,2.483,43625
1284,OSEBERG,2020,3.707,3.469,0.959,0.0,8.135,2.385,43625
1285,OSEBERG,2021,3.31,8.158,0.985,0.0,12.453,3.241,43625
1286,OSEBERG,2022,2.644,6.524,0.756,0.0,9.924,2.861,43625
1287,OSEBERG,2023,2.031,5.949,0.763,0.0,8.743,2.773,43625
1288,OSEBERG,2024,1.675,8.366,0.743,0.0,10.784,2.997,43625
1289,OSEBERG,2025,1.554,7.634,0.682,0.0,9.87,2.735,43625
1290,OSEBERG,2026,0.461,2.521,0.191,0.0,3.173,0.862,43625
1291,OSEBERG SØR,2000,1.432,0.0,0.0,0.0,1.432,0.004,43645
1292,OSEBERG SØR,2001,4.456,0.0,0.0,0.0,4.456,0.047,43645
1293,OSEBERG SØR,2002,4.36,0.197,0.0,0.0,4.557,0.174,43645
1294,OSEBERG SØR,2003,5.06,0.895,0.0,0.0,5.955,0.327,43645
1295,OSEBERG SØR,2004,4.582,0.954,0.0,0.0,5.536,1.003,43645
1296,OSEBERG SØR,2005,4.182,0.713,0.0,0.0,4.895,1.374,43645
1297,OSEBERG SØR,2006,4.07,0.759,0.0,0.0,4.829,2.379,43645
1298,OSEBERG SØR,2007,3.173,0.668,0.0,0.0,3.841,2.122,43645
1299,OSEBERG SØR,2008,3.305,0.603,0.0,0.0,3.908,2.048,43645
1300,OSEBERG SØR,2009,2.634,0.613,0.0,0.0,3.247,1.801,43645
1301,OSEBERG SØR,2010,2.302,0.629,0.0,0.0,2.931,1.715,43645
1302,OSEBERG SØR,2011,2.081,0.807,0.0,0.0,2.889,1.686,43645
1303,OSEBERG SØR,2012,2.097,1.118,0.0,0.0,3.215,1.683,43645
1304,OSEBERG SØR,2013,2.593,0.981,0.0,0.0,3.574,2.283,43645
1305,OSEBERG SØR,2014,2.116,0.63,0.0,0.0,2.746,2.406,43645
1306,OSEBERG SØR,2015,1.971,0.802,0.0,0.0,2.773,2.81,43645
1307,OSEBERG SØR,2016,1.887,0.734,0.0,0.0,2.621,2.807,43645
1308,OSEBERG SØR,2017,1.76,0.631,0.0,0.0,2.391,2.489,43645
1309,OSEBERG SØR,2018,1.278,0.534,0.0,0.0,1.812,2.117,43645
1310,OSEBERG SØR,2019,1.373,0.892,0.0,0.0,2.264,2.13,43645
1311,OSEBERG SØR,2020,1.255,0.699,0.0,0.0,1.954,2.394,43645
1312,OSEBERG SØR,2021,1.194,0.662,0.0,0.0,1.856,2.467,43645
1313,OSEBERG SØR,2022,1.413,0.438,0.0,0.0,1.851,2.412,43645
1314,OSEBERG SØR,2023,1.238,0.49,0.0,0.0,1.729,2.702,43645
1315,OSEBERG SØR,2024,1.193,0.48,0.0,0.0,1.673,2.48,43645
1316,OSEBERG SØR,2025,1.089,0.723,0.0,0.0,1.812,2.041,43645
1317,OSEBERG SØR,2026,0.414,0.313,0.0,0.0,0.727,0.706,43645
1318,OSEBERG ØST,1999,0.911,0.0,0.0,0.0,0.911,0.0,43639
1319,OSEBERG ØST,2000,2.554,0.0,0.0,0.0,2.554,0.007,43639
1320,OSEBERG ØST,2001,3.813,0.0,0.0,0.0,3.813,0.332,43639
1321,OSEBERG ØST,2002,3.113,0.031,0.0,0.0,3.143,1.489,43639
1322,OSEBERG ØST,2003,2.188,0.082,0.0,0.0,2.27,2.218,43639
1323,OSEBERG ØST,2004,1.798,0.067,0.0,0.0,1.864,2.991,43639
1324,OSEBERG ØST,2005,1.062,0.037,0.0,0.0,1.099,2.77,43639
1325,OSEBERG ØST,2006,0.663,0.024,0.0,0.0,0.687,2.503,43639
1326,OSEBERG ØST,2007,0.539,0.02,0.0,0.0,0.558,2.577,43639
1327,OSEBERG ØST,2008,0.438,0.008,0.0,0.0,0.446,1.888,43639
1328,OSEBERG ØST,2009,0.35,0.006,0.0,0.0,0.357,1.251,43639
1329,OSEBERG ØST,2010,0.349,0.007,0.0,0.0,0.355,1.519,43639
1330,OSEBERG ØST,2011,0.516,0.01,0.0,0.0,0.526,1.352,43639
1331,OSEBERG ØST,2012,0.455,0.009,0.0,0.0,0.464,1.422,43639
1332,OSEBERG ØST,2013,0.382,0.007,0.0,0.0,0.389,1.586,43639
1333,OSEBERG ØST,2014,0.377,0.007,0.0,0.0,0.383,1.604,43639
1334,OSEBERG ØST,2015,0.386,0.007,0.0,0.0,0.393,2.086,43639
1335,OSEBERG ØST,2016,0.458,0.008,0.0,0.0,0.466,2.331,43639
1336,OSEBERG ØST,2017,0.8,0.015,0.0,0.0,0.815,1.582,43639
1337,OSEBERG ØST,2018,0.536,0.01,0.0,0.0,0.546,1.329,43639
1338,OSEBERG ØST,2019,0.455,0.008,0.0,0.0,0.464,1.341,43639
1339,OSEBERG ØST,2020,0.428,0.008,0.0,0.0,0.436,1.569,43639
1340,OSEBERG ØST,2021,0.32,0.006,0.0,0.0,0.327,1.247,43639
1341,OSEBERG ØST,2022,0.246,0.005,0.0,0.0,0.251,1.255,43639
1342,OSEBERG ØST,2023,0.336,0.007,0.0,0.0,0.342,1.454,43639
1343,OSEBERG ØST,2024,0.285,0.006,0.0,0.0,0.29,1.716,43639
1344,OSEBERG ØST,2025,0.251,0.005,0.0,0.0,0.256,1.915,43639
1345,OSEBERG ØST,2026,0.076,0.001,0.0,0.0,0.077,0.556,43639
1346,OSELVAR,2012,0.151,0.0,0.007,0.0,0.158,0.004,5506919
1347,OSELVAR,2013,0.15,0.0,0.007,0.0,0.157,0.003,5506919
1348,OSELVAR,2014,0.126,0.0,0.007,0.0,0.133,0.005,5506919
1349,OSELVAR,2015,0.09,0.0,0.006,0.0,0.096,0.005,5506919
1350,OSELVAR,2016,0.074,0.0,0.005,0.0,0.079,0.005,5506919
1351,OSELVAR,2017,0.07,0.0,0.005,0.0,0.075,0.005,5506919
1352,OSELVAR,2018,0.016,0.0,0.001,0.0,0.017,0.002,5506919
1353,REV,2009,0.24,0.628,0.0,0.0,0.869,0.0,4467554
1354,REV,2010,0.291,1.129,0.019,0.025,1.464,0.0,4467554
1355,REV,2011,0.084,0.481,0.033,0.02,0.617,0.006,4467554
1356,REV,2012,0.057,0.296,0.022,0.012,0.387,0.007,4467554
1357,REV,2013,0.025,0.063,0.008,0.003,0.098,0.012,4467554
1358,REV,2014,0.021,0.036,0.004,0.001,0.062,0.009,4467554
1359,REV,2015,0.014,0.018,0.002,0.001,0.035,0.005,4467554
1360,REV,2016,0.005,0.006,0.002,0.0,0.013,0.003,4467554
1361,REV,2017,0.008,0.017,0.002,0.001,0.028,0.005,4467554
1362,REV,2018,0.002,0.004,0.0,0.0,0.007,0.002,4467554
1363,REV,2019,0.002,0.007,0.001,0.0,0.01,0.001,4467554
1364,REV,2020,0.002,0.006,0.001,0.0,0.008,0.001,4467554
1365,REV,2021,0.006,0.009,0.001,0.0,0.017,0.002,4467554
1366,REV,2022,0.003,0.002,0.0,0.0,0.006,0.0,4467554
1367,REV,2023,0.001,0.002,0.0,0.0,0.003,0.001,4467554
1368,REV,2024,0.001,0.005,0.0,0.001,0.008,0.001,4467554
1369,REV,2025,0.001,0.003,0.0,0.001,0.005,0.002,4467554
1370,RINGHORNE ØST,2006,0.934,0.031,0.0,0.0,0.965,0.034,3505505
1371,RINGHORNE ØST,2007,1.622,0.025,0.0,0.0,1.646,0.048,3505505
