"name","field","npdId","year","operationTime","operationTimeUom","oil","oilUom","gas","gasUom","condensate","condensateUom","water","waterUom"
"1/9-AB-2 H","TOMMELITEN A","9636",2023,74.98,"d",53514,"Sm3",59810902,"Sm3"," ","Sm3",1103,"Sm3"
"1/9-AB-2 H","TOMMELITEN A","9636",2024,168.52,"d",109460,"Sm3",146986812,"Sm3"," ","Sm3",1704,"Sm3"
"1/9-AB-3 AH","TOMMELITEN A","9638",2023,64.11,"d",27143,"Sm3",33716045,"Sm3"," ","Sm3",1902,"Sm3"
"1/9-AB-3 AH","TOMMELITEN A","9638",2024,162.12,"d",65940,"Sm3",106072065,"Sm3"," ","Sm3",2081,"Sm3"
"1/9-AB-4 H","TOMMELITEN A","9639",2023,8.92,"d",5424,"Sm3",5698698,"Sm3"," ","Sm3",82,"Sm3"
"1/9-AB-4 H","TOMMELITEN A","9639",2024,163.91,"d",114239,"Sm3",140708655,"Sm3"," ","Sm3",688,"Sm3"
"1/9-AB-5 H","TOMMELITEN A","9640",2023," ","d",0,"Sm3",26,"Sm3"," ","Sm3",0,"Sm3"
"1/9-AB-5 H","TOMMELITEN A","9640",2024,87.62,"d",76608,"Sm3",77985283,"Sm3"," ","Sm3",962,"Sm3"
"1/9-AB-6 H","TOMMELITEN A","9641",2023," ","d",0,"Sm3",428,"Sm3"," ","Sm3",0,"Sm3"
"1/9-AB-6 H","TOMMELITEN A","9641",2024,21.5,"d",14604,"Sm3",8985482,"Sm3"," ","Sm3",150,"Sm3"
"15/12-C-1 AH","REV","6940",2022," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/12-C-1 AH","REV","6940",2023," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/12-C-1 AH","REV","6940",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/12-C-2 H","REV","5936",2022,22,"d"," ","Sm3",2472150,"Sm3",2926,"Sm3",783,"Sm3"
"15/12-C-2 H","REV","5936",2023,12,"d"," ","Sm3",1760113,"Sm3",743,"Sm3",1086,"Sm3"
"15/12-C-2 H","REV","5936",2024,19,"d"," ","Sm3",4123464,"Sm3",911,"Sm3",1641,"Sm3"
"15/12-D-1 H","REV","5937",2022," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/12-D-1 H","REV","5937",2023," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/12-D-1 H","REV","5937",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/3-A-1","GUDRUN","9045",2022,272.793,"d",260156,"Sm3",141007446,"Sm3"," ","Sm3",246277,"Sm3"
"15/3-A-1","GUDRUN","9045",2023,234.635,"d",87692,"Sm3",45113476,"Sm3"," ","Sm3",400793,"Sm3"
"15/3-A-1","GUDRUN","9045",2024,153.515,"d",46222,"Sm3",25271960,"Sm3"," ","Sm3",263293,"Sm3"
"15/3-A-12 A","GUDRUN","9500",2022,161.089,"d",159801,"Sm3",61377569,"Sm3"," ","Sm3",139,"Sm3"
"15/3-A-12 A","GUDRUN","9500",2023,337.901,"d",413914,"Sm3",154705026,"Sm3"," ","Sm3",419,"Sm3"
"15/3-A-12 A","GUDRUN","9500",2024,163.961,"d",119343,"Sm3",66621322,"Sm3"," ","Sm3",154,"Sm3"
"15/3-A-13","GUDRUN","6709",2022,343.351,"d",78214,"Sm3",31745346,"Sm3"," ","Sm3",20945,"Sm3"
"15/3-A-13","GUDRUN","6709",2023,349.441,"d",69048,"Sm3",25900886,"Sm3"," ","Sm3",27849,"Sm3"
"15/3-A-13","GUDRUN","6709",2024,159.632,"d",31104,"Sm3",12515504,"Sm3"," ","Sm3",10359,"Sm3"
"15/3-A-14","GUDRUN","7195",2022," ","d",0,"Sm3",0,"Sm3"," ","Sm3",0,"Sm3"
"15/3-A-14","GUDRUN","7195",2023," ","d",0,"Sm3",0,"Sm3"," ","Sm3",0,"Sm3"
"15/3-A-14","GUDRUN","7195",2024," ","d",0,"Sm3",0,"Sm3"," ","Sm3",0,"Sm3"
"15/3-A-15","GUDRUN","8881",2022,332.334,"d",171816,"Sm3",69289248,"Sm3"," ","Sm3",159,"Sm3"
"15/3-A-15","GUDRUN","8881",2023,337.343,"d",74174,"Sm3",28061755,"Sm3"," ","Sm3",427,"Sm3"
"15/3-A-15","GUDRUN","8881",2024,69.362,"d",8017,"Sm3",3311711,"Sm3"," ","Sm3",38,"Sm3"
"15/3-A-16","GUDRUN","6710",2022,336.313,"d",54136,"Sm3",228984144,"Sm3"," ","Sm3",2053,"Sm3"
"15/3-A-16","GUDRUN","6710",2023,349.385,"d",47433,"Sm3",209530992,"Sm3"," ","Sm3",1987,"Sm3"
"15/3-A-16","GUDRUN","6710",2024,161.611,"d",20337,"Sm3",99658787,"Sm3"," ","Sm3",1434,"Sm3"
"15/3-A-2","GUDRUN","9533",2022,151.98,"d",0,"Sm3",0,"Sm3"," ","Sm3",257535,"Sm3"
"15/3-A-2","GUDRUN","9533",2023,192.667,"d",0,"Sm3",0,"Sm3"," ","Sm3",854088,"Sm3"
"15/3-A-2","GUDRUN","9533",2024,46.265,"d",0,"Sm3",0,"Sm3"," ","Sm3",223071,"Sm3"
"15/3-A-4","GUDRUN","9120",2022,159.479,"d",0,"Sm3",0,"Sm3"," ","Sm3",50968,"Sm3"
"15/3-A-4","GUDRUN","9120",2023,125.927,"d",0,"Sm3",0,"Sm3"," ","Sm3",532653,"Sm3"
"15/3-A-4","GUDRUN","9120",2024,113.624,"d",0,"Sm3",0,"Sm3"," ","Sm3",557783,"Sm3"
"15/3-A-5 A","GUDRUN","7477",2022,338.734,"d",79490,"Sm3",32168821,"Sm3"," ","Sm3",7672,"Sm3"
"15/3-A-5 A","GUDRUN","7477",2023,350.072,"d",74991,"Sm3",28212532,"Sm3"," ","Sm3",11783,"Sm3"
"15/3-A-5 A","GUDRUN","7477",2024,177.971,"d",35490,"Sm3",14186251,"Sm3"," ","Sm3",6212,"Sm3"
"15/3-A-6","GUDRUN","6706",2022,60.074,"d",8550,"Sm3",3169582,"Sm3"," ","Sm3",7031,"Sm3"
"15/3-A-6","GUDRUN","6706",2023,150.164,"d",10546,"Sm3",3953866,"Sm3"," ","Sm3",37464,"Sm3"
"15/3-A-6","GUDRUN","6706",2024,1.872,"d",53,"Sm3",21443,"Sm3"," ","Sm3",0,"Sm3"
"15/3-A-7","GUDRUN","6707",2022,337.162,"d",155211,"Sm3",98192511,"Sm3"," ","Sm3",3252,"Sm3"
"15/3-A-7","GUDRUN","6707",2023,335.99,"d",174207,"Sm3",77753845,"Sm3"," ","Sm3",5913,"Sm3"
"15/3-A-7","GUDRUN","6707",2024,170.574,"d",110345,"Sm3",42214419,"Sm3"," ","Sm3",18,"Sm3"
"15/3-A-8","GUDRUN","8880",2022,264.331,"d",67041,"Sm3",42883085,"Sm3"," ","Sm3",44096,"Sm3"
"15/3-A-8","GUDRUN","8880",2023,212.902,"d",55738,"Sm3",32291461,"Sm3"," ","Sm3",43579,"Sm3"
"15/3-A-8","GUDRUN","8880",2024,59.116,"d",13830,"Sm3",8286836,"Sm3"," ","Sm3",13062,"Sm3"
"15/3-A-9","GUDRUN","6714",2022,343.324,"d",530654,"Sm3",547036403,"Sm3"," ","Sm3",76497,"Sm3"
"15/3-A-9","GUDRUN","6714",2023,341.7,"d",376606,"Sm3",400641686,"Sm3"," ","Sm3",131193,"Sm3"
"15/3-A-9","GUDRUN","6714",2024,181.121,"d",143344,"Sm3",178249719,"Sm3"," ","Sm3",100801,"Sm3"
"15/6-B-1","GINA KROG","7935",2022,10.525,"d",6688,"Sm3",923238,"Sm3"," ","Sm3",53,"Sm3"
"15/6-B-1","GINA KROG","7935",2023,220.928,"d",26563,"Sm3",7839377,"Sm3"," ","Sm3",521,"Sm3"
"15/6-B-1","GINA KROG","7935",2024,41.008,"d",2915,"Sm3",494744,"Sm3"," ","Sm3",40,"Sm3"
"15/6-B-11","GINA KROG","7742",2022,93.711,"d",12266,"Sm3",69926998,"Sm3"," ","Sm3",194,"Sm3"
"15/6-B-11","GINA KROG","7742",2023,9.675,"d",1936,"Sm3",5744530,"Sm3"," ","Sm3",123,"Sm3"
"15/6-B-11","GINA KROG","7742",2024,104.203,"d",9473,"Sm3",47274018,"Sm3"," ","Sm3",1867,"Sm3"
"15/6-B-12","GINA KROG","7938",2022,323.406,"d",188387,"Sm3",1041444930,"Sm3"," ","Sm3",3060,"Sm3"
"15/6-B-12","GINA KROG","7938",2023,342.526,"d",126006,"Sm3",926557668,"Sm3"," ","Sm3",8739,"Sm3"
"15/6-B-12","GINA KROG","7938",2024,181.414,"d",41548,"Sm3",352181713,"Sm3"," ","Sm3",5068,"Sm3"
"15/6-B-13","GINA KROG","7939",2023,210.358,"d",5104,"Sm3",331324799,"Sm3"," ","Sm3",0,"Sm3"
"15/6-B-13","GINA KROG","7939",2024,158.566,"d",4667,"Sm3",216112392,"Sm3"," ","Sm3",0,"Sm3"
"15/6-B-14 A","GINA KROG","8649",2023,21.41,"d",69,"Sm3",5762961,"Sm3"," ","Sm3",0,"Sm3"
"15/6-B-14 A","GINA KROG","8649",2024," ","d",0,"Sm3",0,"Sm3"," ","Sm3",0,"Sm3"
"15/6-B-16","GINA KROG","7744",2022,83.741,"d",10601,"Sm3",50273366,"Sm3"," ","Sm3",367,"Sm3"
"15/6-B-16","GINA KROG","7744",2023,44.567,"d",9910,"Sm3",23506555,"Sm3"," ","Sm3",337,"Sm3"
"15/6-B-16","GINA KROG","7744",2024,180.185,"d",35993,"Sm3",103462696,"Sm3"," ","Sm3",322,"Sm3"
"15/6-B-17 A","GINA KROG","7746",2022,341.514,"d",46851,"Sm3",190379496,"Sm3"," ","Sm3",2377,"Sm3"
"15/6-B-17 A","GINA KROG","7746",2023,321.556,"d",26630,"Sm3",117477407,"Sm3"," ","Sm3",4232,"Sm3"
"15/6-B-17 A","GINA KROG","7746",2024,40.83,"d",507,"Sm3",5628028,"Sm3"," ","Sm3",2240,"Sm3"
"15/6-B-18","GINA KROG","7747",2022,212.43,"d",14278,"Sm3",18172188,"Sm3"," ","Sm3",987,"Sm3"
"15/6-B-18","GINA KROG","7747",2023,206.416,"d",7240,"Sm3",5042232,"Sm3"," ","Sm3",130,"Sm3"
"15/6-B-18","GINA KROG","7747",2024," ","d",0,"Sm3",0,"Sm3"," ","Sm3",0,"Sm3"
"15/6-B-2 A","GINA KROG","7736",2022,271.882,"d",41924,"Sm3",29278733,"Sm3"," ","Sm3",3321,"Sm3"
"15/6-B-2 A","GINA KROG","7736",2023,201.465,"d",14796,"Sm3",16784958,"Sm3"," ","Sm3",613,"Sm3"
"15/6-B-2 A","GINA KROG","7736",2024," ","d",0,"Sm3",0,"Sm3"," ","Sm3",0,"Sm3"
"15/6-B-20","GINA KROG","9709",2023," ","d",0,"Sm3",0,"Sm3"," ","Sm3",0,"Sm3"
"15/6-B-20","GINA KROG","9709",2024,151.192,"d",17631,"Sm3",71806901,"Sm3"," ","Sm3",0,"Sm3"
"15/6-B-3","GINA KROG","7737",2022,263.289,"d",118079,"Sm3",663284065,"Sm3"," ","Sm3",2878,"Sm3"
"15/6-B-3","GINA KROG","7737",2023,339.894,"d",62094,"Sm3",387509965,"Sm3"," ","Sm3",2281,"Sm3"
"15/6-B-3","GINA KROG","7737",2024,137.892,"d",12587,"Sm3",67132286,"Sm3"," ","Sm3",18,"Sm3"
"15/6-B-4","GINA KROG","8385",2022,86.208,"d",11101,"Sm3",66230881,"Sm3"," ","Sm3",466,"Sm3"
"15/6-B-4","GINA KROG","8385",2023,0.016,"d",1,"Sm3",4396,"Sm3"," ","Sm3",0,"Sm3"
"15/6-B-4","GINA KROG","8385",2024,34.669,"d",17034,"Sm3",46741234,"Sm3"," ","Sm3",790,"Sm3"
"15/6-B-5 A","GINA KROG","9697",2023,63.613,"d",92586,"Sm3",36438616,"Sm3"," ","Sm3",714,"Sm3"
"15/6-B-5 A","GINA KROG","9697",2024,177.339,"d",122096,"Sm3",305838833,"Sm3"," ","Sm3",6797,"Sm3"
"15/6-B-6 A","GINA KROG","7739",2022,64.742,"d",9875,"Sm3",59363699,"Sm3"," ","Sm3",387,"Sm3"
"15/6-B-6 A","GINA KROG","7739",2023,46.577,"d",9897,"Sm3",22632264,"Sm3"," ","Sm3",23,"Sm3"
"15/6-B-6 A","GINA KROG","7739",2024,180.396,"d",38282,"Sm3",153139555,"Sm3"," ","Sm3",319,"Sm3"
"15/6-B-8","GINA KROG","7937",2022,332.01,"d",99503,"Sm3",793152060,"Sm3"," ","Sm3",8682,"Sm3"
"15/6-B-8","GINA KROG","7937",2023,341.494,"d",49264,"Sm3",604366105,"Sm3"," ","Sm3",4237,"Sm3"
"15/6-B-8","GINA KROG","7937",2024,180.985,"d",21858,"Sm3",230212709,"Sm3"," ","Sm3",733,"Sm3"
"15/6-B-9","GINA KROG","7741",2024," ","d",0,"Sm3",0,"Sm3"," ","Sm3",0,"Sm3"
"15/8-G-1 AH","UTGARD","9760",2024,71.146,"d"," ","Sm3",81797591,"Sm3",125045,"Sm3",9201,"Sm3"
"15/8-G-1 H","UTGARD","8524",2022,321.81,"d"," ","Sm3",144267510,"Sm3",122816,"Sm3",9603,"Sm3"
"15/8-G-1 H","UTGARD","8524",2023,205.408,"d"," ","Sm3",54203250,"Sm3",39527,"Sm3",20750,"Sm3"
"15/8-G-1 H","UTGARD","8524",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/8-G-4 H","UTGARD","8525",2022,147.488,"d"," ","Sm3",86755115,"Sm3",62015,"Sm3",104645,"Sm3"
"15/8-G-4 H","UTGARD","8525",2023,341.53,"d"," ","Sm3",147998761,"Sm3",75753,"Sm3",15470,"Sm3"
"15/8-G-4 H","UTGARD","8525",2024,74.671,"d"," ","Sm3",24341101,"Sm3",10958,"Sm3",11210,"Sm3"
"15/9-A-12","SLEIPNER ØST","2577",2022,93.27,"d"," ","Sm3",44841046,"Sm3",10000,"Sm3",1691,"Sm3"
"15/9-A-12","SLEIPNER ØST","2577",2023,150.611,"d"," ","Sm3",30624330,"Sm3",7521,"Sm3",922,"Sm3"
"15/9-A-12","SLEIPNER ØST","2577",2024,69.814,"d"," ","Sm3",12290128,"Sm3",3518,"Sm3",371,"Sm3"
"15/9-A-14 A","SLEIPNER ØST","5828",2022,0.029,"d"," ","Sm3",5260,"Sm3",2,"Sm3",0,"Sm3"
"15/9-A-14 A","SLEIPNER ØST","5828",2023,0.004,"d"," ","Sm3",875,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-14 A","SLEIPNER ØST","5828",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-15","SLEIPNER ØST","2481",2022,0.009,"d"," ","Sm3",959,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-15","SLEIPNER ØST","2481",2023,0.006,"d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-15","SLEIPNER ØST","2481",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-18","SLEIPNER ØST","5502",2022,0.025,"d"," ","Sm3",1584,"Sm3",1,"Sm3",0,"Sm3"
"15/9-A-18","SLEIPNER ØST","5502",2023," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-18","SLEIPNER ØST","5502",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-19 A","GUNGNE","5131",2022," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-19 A","GUNGNE","5131",2023," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-19 A","GUNGNE","5131",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-2","GUNGNE","2651",2022," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-2","GUNGNE","2651",2023,0.006,"d"," ","Sm3",946,"Sm3",0,"Sm3",1,"Sm3"
"15/9-A-2","GUNGNE","2651",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-22","SLEIPNER ØST","2286",2023," ","d"," ","Sm3",3622,"Sm3",1,"Sm3",0,"Sm3"
"15/9-A-22","SLEIPNER ØST","2286",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-23 B","SLEIPNER ØST","6072",2022," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-23 B","SLEIPNER ØST","6072",2023," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-25","SLEIPNER ØST","4330",2022,0.014,"d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-25","SLEIPNER ØST","4330",2023,0.004,"d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-25","SLEIPNER ØST","4330",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-3","GUNGNE","4046",2022,231.505,"d"," ","Sm3",117579914,"Sm3",29280,"Sm3",11818,"Sm3"
"15/9-A-3","GUNGNE","4046",2023,297.379,"d"," ","Sm3",105780768,"Sm3",28392,"Sm3",10568,"Sm3"
"15/9-A-3","GUNGNE","4046",2024,181.576,"d"," ","Sm3",50686478,"Sm3",14277,"Sm3",5028,"Sm3"
"15/9-A-6","SLEIPNER ØST","2199",2023," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-A-6","SLEIPNER ØST","2199",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-B-1","SLEIPNER VEST","5870",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-B-10","SLEIPNER VEST","2652",2022,0.022,"d"," ","Sm3",6308,"Sm3",1,"Sm3",0,"Sm3"
"15/9-B-10","SLEIPNER VEST","2652",2023,206.032,"d"," ","Sm3",53137658,"Sm3",12784,"Sm3",2159,"Sm3"
"15/9-B-10","SLEIPNER VEST","2652",2024,178.167,"d"," ","Sm3",44556300,"Sm3",11746,"Sm3",1770,"Sm3"
"15/9-B-11","SLEIPNER VEST","3261",2022,91.823,"d"," ","Sm3",29948050,"Sm3",7192,"Sm3",1355,"Sm3"
"15/9-B-11","SLEIPNER VEST","3261",2023,339.515,"d"," ","Sm3",97933130,"Sm3",23484,"Sm3",4406,"Sm3"
"15/9-B-11","SLEIPNER VEST","3261",2024,10.312,"d"," ","Sm3",2697414,"Sm3",690,"Sm3",121,"Sm3"
"15/9-B-13","SLEIPNER VEST","2816",2022," ","d"," ","Sm3",0,"Sm3",2,"Sm3",0,"Sm3"
"15/9-B-13","SLEIPNER VEST","2816",2023," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-B-13","SLEIPNER VEST","2816",2024," ","d"," ","Sm3",0,"Sm3",0,"Sm3",0,"Sm3"
"15/9-B-14","SLEIPNER VEST","2692",2022,126.981,"d"," ","Sm3",46122429,"Sm3",10963,"Sm3",1704,"Sm3"
"15/9-B-14","SLEIPNER VEST","2692",2023,242.867,"d"," ","Sm3",76424593,"Sm3",18407,"Sm3",3513,"Sm3"
"15/9-B-14","SLEIPNER VEST","2692",2024,164.16,"d"," ","Sm3",47472566,"Sm3",12434,"Sm3",2129,"Sm3"
"15/9-B-16","SLEIPNER VEST","8313",2022,221.158,"d"," ","Sm3",108934710,"Sm3",24611,"Sm3",3982,"Sm3"
"15/9-B-16","SLEIPNER VEST","8313",2023,337.154,"d"," ","Sm3",126889510,"Sm3",28897,"Sm3",4291,"Sm3"
"15/9-B-16","SLEIPNER VEST","8313",2024,178.371,"d"," ","Sm3",54610626,"Sm3",12444,"Sm3",1607,"Sm3"
"15/9-B-17","SLEIPNER VEST","3057",2022,126.07,"d"," ","Sm3",42522980,"Sm3",10109,"Sm3",1652,"Sm3"
"15/9-B-17","SLEIPNER VEST","3057",2023,339.493,"d"," ","Sm3",101461918,"Sm3",24327,"Sm3",4606,"Sm3"
"15/9-B-17","SLEIPNER VEST","3057",2024,178.398,"d"," ","Sm3",48958229,"Sm3",12915,"Sm3",2223,"Sm3"
"15/9-B-2","SLEIPNER VEST","5871",2022,88.541,"d"," ","Sm3",20741031,"Sm3",4181,"Sm3",1091,"Sm3"
"15/9-B-2","SLEIPNER VEST","5871",2023,118.689,"d"," ","Sm3",24670379,"Sm3",4880,"Sm3",855,"Sm3"
"15/9-B-2","SLEIPNER VEST","5871",2024,52.067,"d"," ","Sm3",11026788,"Sm3",2137,"Sm3",400,"Sm3"
"15/9-B-20 A","SLEIPNER VEST","8266",2022,315.88,"d"," ","Sm3",135661937,"Sm3",29539,"Sm3",4695,"Sm3"
"15/9-B-20 A","SLEIPNER VEST","8266",2023,341.329,"d"," ","Sm3",128652941,"Sm3",29746,"Sm3",5832,"Sm3"
"15/9-B-20 A","SLEIPNER VEST","8266",2024,178.705,"d"," ","Sm3",54586285,"Sm3",13006,"Sm3",2461,"Sm3"
"15/9-B-21","SLEIPNER VEST","4040",2022,126.96,"d"," ","Sm3",56479619,"Sm3",13416,"Sm3",2021,"Sm3"
"15/9-B-21","SLEIPNER VEST","4040",2023,338.527,"d"," ","Sm3",134364540,"Sm3",32213,"Sm3",4886,"Sm3"
"15/9-B-21","SLEIPNER VEST","4040",2024,178.619,"d"," ","Sm3",67671136,"Sm3",17840,"Sm3",2464,"Sm3"
"15/9-B-22 A","SLEIPNER VEST","3288",2022,125.284,"d"," ","Sm3",35363048,"Sm3",8413,"Sm3",1546,"Sm3"
"15/9-B-22 A","SLEIPNER VEST","3288",2023,340.519,"d"," ","Sm3",82719086,"Sm3",19832,"Sm3",3666,"Sm3"
"15/9-B-22 A","SLEIPNER VEST","3288",2024,178.516,"d"," ","Sm3",41824507,"Sm3",11030,"Sm3",1853,"Sm3"
"15/9-B-24","SLEIPNER VEST","3006",2022,320.581,"d"," ","Sm3",142611464,"Sm3",31977,"Sm3",5070,"Sm3"
"15/9-B-24","SLEIPNER VEST","3006",2023,340.866,"d"," ","Sm3",140959917,"Sm3",32585,"Sm3",6721,"Sm3"
"15/9-B-24","SLEIPNER VEST","3006",2024,176.007,"d"," ","Sm3",64552609,"Sm3",15361,"Sm3",3088,"Sm3"
"15/9-B-3","SLEIPNER VEST","3988",2022,126.697,"d"," ","Sm3",53966794,"Sm3",12816,"Sm3",1555,"Sm3"
"15/9-B-3","SLEIPNER VEST","3988",2023,340.787,"d"," ","Sm3",132894470,"Sm3",31866,"Sm3",4221,"Sm3"
"15/9-B-3","SLEIPNER VEST","3988",2024,178.094,"d"," ","Sm3",60515836,"Sm3",15949,"Sm3",1922,"Sm3"
"15/9-B-4 A","SLEIPNER VEST","8263",2022,221.756,"d"," ","Sm3",63219650,"Sm3",13612,"Sm3",1229,"Sm3"
"15/9-B-4 A","SLEIPNER VEST","8263",2023,295.096,"d"," ","Sm3",71906303,"Sm3",16350,"Sm3",2265,"Sm3"
"15/9-B-4 A","SLEIPNER VEST","8263",2024,27.723,"d"," ","Sm3",5534498,"Sm3",1039,"Sm3",198,"Sm3"
"15/9-B-5","SLEIPNER VEST","2715",2022,126.929,"d"," ","Sm3",44901140,"Sm3",10665,"Sm3",1867,"Sm3"
"15/9-B-5","SLEIPNER VEST","2715",2023,338.535,"d"," ","Sm3",110268085,"Sm3",26438,"Sm3",4749,"Sm3"
"15/9-B-5","SLEIPNER VEST","2715",2024,178.669,"d"," ","Sm3",52861747,"Sm3",13939,"Sm3",2283,"Sm3"
"15/9-B-6","SLEIPNER VEST","2749",2022,126.393,"d"," ","Sm3",41331827,"Sm3",9827,"Sm3",1973,"Sm3"
