"name","npdId","year","oil","oilUom","oilMass","oilMassUom","oilBbl","oilBblUom","oilSm3Day","oilSm3DayUom","oilBblDay","oilBblDayUom","gas","gasUom","gasEnergy","gasEnergyUom","gasGcv","gasGcvUom","gasMass","gasMassUom","condensate","condensateUom","oilEquivalent","oilEquivalentUom","water","waterUom"
"KVITEBJØRN",1036101,2005," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",4511175052,"Sm3",0,"MJ",0,"MJ/Sm3",3927900,"t",2103819,"Sm3",6614994,"Sm3 o.e.",71635,"Sm3"
"KVITEBJØRN",1036101,2006," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",5832287485,"Sm3",0,"MJ",0,"MJ/Sm3",5117784,"t",2675383,"Sm3",8507670,"Sm3 o.e.",87676,"Sm3"
"KVITEBJØRN",1036101,2007," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1119951936,"Sm3",0,"MJ",0,"MJ/Sm3",981066,"t",502582,"Sm3",1622534,"Sm3 o.e.",17581,"Sm3"
"KVITEBJØRN",1036101,2008," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",3139537651,"Sm3",0,"MJ",0,"MJ/Sm3",2694473,"t",1394827,"Sm3",4534365,"Sm3 o.e.",61845,"Sm3"
"KVITEBJØRN",1036101,2009," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",5310389835,"Sm3",0,"MJ",0,"MJ/Sm3",4640581,"t",2304988,"Sm3",7615378,"Sm3 o.e.",172402,"Sm3"
"KVITEBJØRN",1036101,2010," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",6331125623,"Sm3",0,"MJ",0,"MJ/Sm3",5520666,"t",2647377,"Sm3",8978503,"Sm3 o.e.",225892,"Sm3"
"KVITEBJØRN",1036101,2011," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",6745397772,"Sm3",0,"MJ",0,"MJ/Sm3",5837096,"t",2577565,"Sm3",9322963,"Sm3 o.e.",202125,"Sm3"
"KVITEBJØRN",1036101,2012," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",7232192583,"Sm3",0,"MJ",0,"MJ/Sm3",6310813,"t",2460811,"Sm3",9693004,"Sm3 o.e.",135379,"Sm3"
"KVITEBJØRN",1036101,2013," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",7126765989,"Sm3",0,"MJ",0,"MJ/Sm3",6214071,"t",2061286,"Sm3",9188052,"Sm3 o.e.",159058,"Sm3"
"KVITEBJØRN",1036101,2014," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",7053290170,"Sm3",0,"MJ",0,"MJ/Sm3",6111090,"t",1932728,"Sm3",8986018,"Sm3 o.e.",179082,"Sm3"
"KVITEBJØRN",1036101,2015," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",7075998037,"Sm3",0,"MJ",0,"MJ/Sm3",6021209,"t",1834122,"Sm3",8910120,"Sm3 o.e.",207982,"Sm3"
"KVITEBJØRN",1036101,2016," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",7144381973,"Sm3",0,"MJ",0,"MJ/Sm3",6062497,"t",1717805,"Sm3",8862187,"Sm3 o.e.",193521,"Sm3"
"KVITEBJØRN",1036101,2017," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",6354512398,"Sm3",0,"MJ",0,"MJ/Sm3",5380071,"t",1302261,"Sm3",7656773,"Sm3 o.e.",184920,"Sm3"
"KVITEBJØRN",1036101,2018," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",5427537751,"Sm3",0,"MJ",0,"MJ/Sm3",4608408,"t",1096557,"Sm3",6524095,"Sm3 o.e.",212028,"Sm3"
"KVITEBJØRN",1036101,2019," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",4713718933,"Sm3",0,"MJ",0,"MJ/Sm3",4011688,"t",866691,"Sm3",5580410,"Sm3 o.e.",245064,"Sm3"
"KVITEBJØRN",1036101,2020," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",4373834277,"Sm3",0,"MJ",0,"MJ/Sm3",3728672,"t",729569,"Sm3",5103403,"Sm3 o.e.",176411,"Sm3"
"KVITEBJØRN",1036101,2021," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",3639904864,"Sm3",0,"MJ",0,"MJ/Sm3",3103347,"t",606921,"Sm3",4246826,"Sm3 o.e.",178923,"Sm3"
"KVITEBJØRN",1036101,2022," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",2966375784,"Sm3",0,"MJ",0,"MJ/Sm3",2525007,"t",487532,"Sm3",3453908,"Sm3 o.e.",162180,"Sm3"
"KVITEBJØRN",1036101,2023," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",2704627047,"Sm3",0,"MJ",0,"MJ/Sm3",2307268,"t",455577,"Sm3",3160204,"Sm3 o.e.",144426,"Sm3"
"KVITEBJØRN",1036101,2024," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",265122633,"Sm3",0,"MJ",0,"MJ/Sm3",227419,"t",44069,"Sm3",309192,"Sm3 o.e.",16833,"Sm3"
"LILLE-FRIGG"," ",1994," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",587058000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",386019,"Sm3",973077,"Sm3 o.e."," ","Sm3"
"LILLE-FRIGG"," ",1995," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",652304000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",435406,"Sm3",1087710,"Sm3 o.e."," ","Sm3"
"LILLE-FRIGG"," ",1996," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",555406000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",320400,"Sm3",875806,"Sm3 o.e."," ","Sm3"
"LILLE-FRIGG"," ",1997," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",273159000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",142473,"Sm3",415632,"Sm3 o.e."," ","Sm3"
"LILLE-FRIGG"," ",1998," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",154857000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",77965,"Sm3",232822,"Sm3 o.e."," ","Sm3"
"LILLE-FRIGG"," ",1999," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",34244000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t",17318,"Sm3",51562,"Sm3 o.e."," ","Sm3"
"MARIA",26465170,2017,63923,"Sm3",53026,"t",402064,"bbl",175.13,"Sm3/day",1101.54,"bbl/day",12426518,"Sm3",0,"MJ",0,"MJ/Sm3",11992,"t"," ","Sm3",76350,"Sm3 o.e.",1102,"Sm3"
"MARIA",26465170,2018,1154252,"Sm3",958225,"t",7260026,"bbl",3162.33,"Sm3/day",19890.48,"bbl/day",165374517,"Sm3",0,"MJ",0,"MJ/Sm3",167556,"t"," ","Sm3",1319627,"Sm3 o.e.",9969,"Sm3"
"MARIA",26465170,2019,446592,"Sm3",373320,"t",2808979,"bbl",1223.54,"Sm3/day",7695.83,"bbl/day",63171635,"Sm3",0,"MJ",0,"MJ/Sm3",66447,"t"," ","Sm3",509764,"Sm3 o.e.",514,"Sm3"
"MARIA",26465170,2020,820216,"Sm3",681882,"t",5159003,"bbl",2241.03,"Sm3/day",14095.64,"bbl/day",116272890,"Sm3",0,"MJ",0,"MJ/Sm3",122787,"t"," ","Sm3",936489,"Sm3 o.e.",737,"Sm3"
"MARIA",26465170,2021,1217602,"Sm3",1009331,"t",7658485,"bbl",3335.9,"Sm3/day",20982.15,"bbl/day",175004734,"Sm3",0,"MJ",0,"MJ/Sm3",183872,"t"," ","Sm3",1392607,"Sm3 o.e.",4257,"Sm3"
"MARIA",26465170,2022,1178770,"Sm3",980855,"t",7414239,"bbl",3229.51,"Sm3/day",20312.98,"bbl/day",187554217,"Sm3",0,"MJ",0,"MJ/Sm3",194550,"t"," ","Sm3",1366324,"Sm3 o.e.",132681,"Sm3"
"MARIA",26465170,2023,634806,"Sm3",530616,"t",3992809,"bbl",1739.19,"Sm3/day",10939.2,"bbl/day",95186272,"Sm3",0,"MJ",0,"MJ/Sm3",99980,"t"," ","Sm3",729992,"Sm3 o.e.",304327,"Sm3"
"MARIA",26465170,2024,53442,"Sm3",44554,"t",336140,"bbl",146.02,"Sm3/day",918.42,"bbl/day",8527190,"Sm3",0,"MJ",0,"MJ/Sm3",9344,"t"," ","Sm3",61969,"Sm3 o.e.",21106,"Sm3"
"MARTIN LINGE",21675447,2021,885886,"Sm3",783318,"t",5572053,"bbl",2427.08,"Sm3/day",15265.9,"bbl/day",963403844,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1849290,"Sm3 o.e.",95592,"Sm3"
"MARTIN LINGE",21675447,2022,2029929,"Sm3",1790887,"t",12767865,"bbl",5561.45,"Sm3/day",34980.45,"bbl/day",2776130286,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",4806059,"Sm3 o.e.",1122814,"Sm3"
"MARTIN LINGE",21675447,2023,1214638,"Sm3",1094042,"t",7639842,"bbl",3327.78,"Sm3/day",20931.07,"bbl/day",1946138720,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",3160777,"Sm3 o.e.",1770117,"Sm3"
"MARTIN LINGE",21675447,2024,93515,"Sm3",84445,"t",588192,"bbl",255.51,"Sm3/day",1607.08,"bbl/day",172953675,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",266469,"Sm3 o.e.",174780,"Sm3"
"MARULK",18212090,2012,49529,"Sm3",0,"t",311528,"bbl",135.33,"Sm3/day",851.17,"bbl/day",570247082,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",619776,"Sm3 o.e.",3884,"Sm3"
"MARULK",18212090,2013,26247,"Sm3",0,"t",165089,"bbl",71.91,"Sm3/day",452.3,"bbl/day",302199766,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",328447,"Sm3 o.e.",1137,"Sm3"
"MARULK",18212090,2014,104191,"Sm3",0,"t",655342,"bbl",285.45,"Sm3/day",1795.46,"bbl/day",1267206788,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1371398,"Sm3 o.e.",2023,"Sm3"
"MARULK",18212090,2015,104059,"Sm3",0,"t",654511,"bbl",285.09,"Sm3/day",1793.18,"bbl/day",1434769898,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1538829,"Sm3 o.e.",871,"Sm3"
"MARULK",18212090,2016,75468,"Sm3",58321,"t",474682,"bbl",206.2,"Sm3/day",1296.94,"bbl/day",1219677175,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1295145,"Sm3 o.e.",4906,"Sm3"
"MARULK",18212090,2017,57763,"Sm3",43750,"t",363317,"bbl",158.25,"Sm3/day",995.39,"bbl/day",1100643320,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1158406,"Sm3 o.e.",11936,"Sm3"
"MARULK",18212090,2018,27095,"Sm3",20649,"t",170421,"bbl",74.23,"Sm3/day",466.91,"bbl/day",650495213,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",677590,"Sm3 o.e.",14465,"Sm3"
"MARULK",18212090,2019,30107,"Sm3",23198,"t",189370,"bbl",82.49,"Sm3/day",518.82,"bbl/day",475996623,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",506104,"Sm3 o.e.",11003,"Sm3"
"MARULK",18212090,2020,66246,"Sm3",52572,"t",416673,"bbl",181,"Sm3/day",1138.45,"bbl/day",621212152,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",687458,"Sm3 o.e.",6806,"Sm3"
"MARULK",18212090,2021,40070,"Sm3",30995,"t",252031,"bbl",109.78,"Sm3/day",690.49,"bbl/day",629775578,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",669846,"Sm3 o.e.",7368,"Sm3"
"MARULK",18212090,2022,36542,"Sm3",27712,"t",229843,"bbl",100.12,"Sm3/day",629.71,"bbl/day",610130503,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",646673,"Sm3 o.e.",10643,"Sm3"
"MARULK",18212090,2023,22716,"Sm3",17169,"t",142879,"bbl",62.24,"Sm3/day",391.45,"bbl/day",447245557,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",469962,"Sm3 o.e.",6557,"Sm3"
"MARULK",18212090,2024,2247,"Sm3",1691,"t",14131,"bbl",6.14,"Sm3/day",38.61,"bbl/day",44301375,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",46548,"Sm3 o.e.",710,"Sm3"
"MIKKEL",1630514,2003," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",580723840,"Sm3",0,"MJ",0,"MJ/Sm3",520269,"t",228962,"Sm3",809686,"Sm3 o.e.",2325,"Sm3"
"MIKKEL",1630514,2004," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1930517293,"Sm3",0,"MJ",0,"MJ/Sm3",1739222,"t",731519,"Sm3",2662036,"Sm3 o.e.",7389,"Sm3"
"MIKKEL",1630514,2005," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",2046247807,"Sm3",0,"MJ",0,"MJ/Sm3",1848994,"t",760269,"Sm3",2806517,"Sm3 o.e.",7678,"Sm3"
"MIKKEL",1630514,2006," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1948868705,"Sm3",0,"MJ",0,"MJ/Sm3",1772009,"t",628095,"Sm3",2576964,"Sm3 o.e.",6343,"Sm3"
"MIKKEL",1630514,2007," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",2160603831,"Sm3",0,"MJ",0,"MJ/Sm3",1972417,"t",740287,"Sm3",2900891,"Sm3 o.e.",7477,"Sm3"
"MIKKEL",1630514,2008," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1765208066,"Sm3",0,"MJ",0,"MJ/Sm3",1599361,"t",590292,"Sm3",2355500,"Sm3 o.e.",5963,"Sm3"
"MIKKEL",1630514,2009," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",2095483683,"Sm3",0,"MJ",0,"MJ/Sm3",1886178,"t",516069,"Sm3",2611553,"Sm3 o.e.",6288,"Sm3"
"MIKKEL",1630514,2010," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",2002014565,"Sm3",0,"MJ",0,"MJ/Sm3",1802414,"t",457181,"Sm3",2459196,"Sm3 o.e.",6021,"Sm3"
"MIKKEL",1630514,2011," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1982455104,"Sm3",0,"MJ",0,"MJ/Sm3",1784804,"t",413917,"Sm3",2396372,"Sm3 o.e.",6234,"Sm3"
"MIKKEL",1630514,2012," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1910242760,"Sm3",0,"MJ",0,"MJ/Sm3",1719792,"t",369750,"Sm3",2279993,"Sm3 o.e.",5877,"Sm3"
"MIKKEL",1630514,2013," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1520315751,"Sm3",0,"MJ",0,"MJ/Sm3",1368740,"t",275953,"Sm3",1796269,"Sm3 o.e.",3402,"Sm3"
"MIKKEL",1630514,2014," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1439633913,"Sm3",0,"MJ",0,"MJ/Sm3",1293079,"t",240744,"Sm3",1680378,"Sm3 o.e.",3468,"Sm3"
"MIKKEL",1630514,2015," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1315742492,"Sm3",0,"MJ",0,"MJ/Sm3",1181800,"t",219384,"Sm3",1535126,"Sm3 o.e.",13727,"Sm3"
"MIKKEL",1630514,2016," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1571124867,"Sm3",0,"MJ",0,"MJ/Sm3",1404240,"t",275871,"Sm3",1846996,"Sm3 o.e.",18152,"Sm3"
"MIKKEL",1630514,2017," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1917811683,"Sm3",0,"MJ",0,"MJ/Sm3",1710113,"t",348141,"Sm3",2265953,"Sm3 o.e.",20784,"Sm3"
"MIKKEL",1630514,2018," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1700944853,"Sm3",0,"MJ",0,"MJ/Sm3",1516562,"t",276511,"Sm3",1977456,"Sm3 o.e.",11310,"Sm3"
"MIKKEL",1630514,2019," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1580832236,"Sm3",0,"MJ",0,"MJ/Sm3",1409470,"t",243584,"Sm3",1824416,"Sm3 o.e.",13381,"Sm3"
"MIKKEL",1630514,2020," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1564415606,"Sm3",0,"MJ",0,"MJ/Sm3",1399926,"t",220934,"Sm3",1785350,"Sm3 o.e.",18560,"Sm3"
"MIKKEL",1630514,2021," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1387858523,"Sm3",0,"MJ",0,"MJ/Sm3",1251034,"t",178503,"Sm3",1566362,"Sm3 o.e.",20871,"Sm3"
"MIKKEL",1630514,2022," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1327374547,"Sm3",0,"MJ",0,"MJ/Sm3",1206606,"t",166740,"Sm3",1494115,"Sm3 o.e.",23289,"Sm3"
"MIKKEL",1630514,2023," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",1096069820,"Sm3",0,"MJ",0,"MJ/Sm3",998246,"t",136229,"Sm3",1232299,"Sm3 o.e.",16501,"Sm3"
"MIKKEL",1630514,2024," ","Sm3"," ","t"," ","bbl"," ","Sm3/day"," ","bbl/day",84613855,"Sm3",0,"MJ",0,"MJ/Sm3",77510,"t",10201,"Sm3",94815,"Sm3 o.e.",1368,"Sm3"
"MIME"," ",1990,27169,"Sm3",21706,"t",170888,"bbl",74.44,"Sm3/day",468.19,"bbl/day",5534000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",32703,"Sm3 o.e."," ","Sm3"
"MIME"," ",1991,169988,"Sm3",135994,"t",1069192,"bbl",465.72,"Sm3/day",2929.29,"bbl/day",35125000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",205113,"Sm3 o.e."," ","Sm3"
"MIME"," ",1992,127076,"Sm3",101925,"t",799284,"bbl",347.2,"Sm3/day",2183.84,"bbl/day",26286000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",153362,"Sm3 o.e."," ","Sm3"
"MIME"," ",1993,66824,"Sm3",53654,"t",420310,"bbl",183.08,"Sm3/day",1151.53,"bbl/day",13945000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",80769,"Sm3 o.e."," ","Sm3"
"MORVIN",4966234,2010,413527,"Sm3",333637,"t",2601006,"bbl",1132.95,"Sm3/day",7126.04,"bbl/day",202101428,"Sm3",0,"MJ",0,"MJ/Sm3",292113,"t"," ","Sm3",615628,"Sm3 o.e.",0,"Sm3"
"MORVIN",4966234,2011,1558451,"Sm3",1258006,"t",9802361,"bbl",4269.73,"Sm3/day",26855.78,"bbl/day",753739606,"Sm3",0,"MJ",0,"MJ/Sm3",743247,"t"," ","Sm3",2312191,"Sm3 o.e.",0,"Sm3"
"MORVIN",4966234,2012,1724111,"Sm3",1396335,"t",10844331,"bbl",4710.69,"Sm3/day",29629.32,"bbl/day",858995987,"Sm3",0,"MJ",0,"MJ/Sm3",829855,"t"," ","Sm3",2583107,"Sm3 o.e.",0,"Sm3"
"MORVIN",4966234,2013,1301820,"Sm3",1046431,"t",8188200,"bbl",3566.63,"Sm3/day",22433.43,"bbl/day",671429781,"Sm3",0,"MJ",0,"MJ/Sm3",646240,"t"," ","Sm3",1973250,"Sm3 o.e.",0,"Sm3"
"MORVIN",4966234,2014,963800,"Sm3",774854,"t",6062119,"bbl",2640.55,"Sm3/day",16608.54,"bbl/day",496885283,"Sm3",0,"MJ",0,"MJ/Sm3",477883,"t"," ","Sm3",1460685,"Sm3 o.e.",0,"Sm3"
"MORVIN",4966234,2015,666767,"Sm3",538057,"t",4193838,"bbl",1826.76,"Sm3/day",11489.97,"bbl/day",329777929,"Sm3",0,"MJ",0,"MJ/Sm3",321209,"t"," ","Sm3",996545,"Sm3 o.e.",3014,"Sm3"
"MORVIN",4966234,2016,497240,"Sm3",399488,"t",3127547,"bbl",1358.58,"Sm3/day",8545.21,"bbl/day",246116834,"Sm3",0,"MJ",0,"MJ/Sm3",232013,"t"," ","Sm3",743357,"Sm3 o.e.",7691,"Sm3"
"MORVIN",4966234,2017,409867,"Sm3",329160,"t",2577986,"bbl",1122.92,"Sm3/day",7062.98,"bbl/day",191920478,"Sm3",0,"MJ",0,"MJ/Sm3",178310,"t"," ","Sm3",601787,"Sm3 o.e.",26224,"Sm3"
"MORVIN",4966234,2018,425030,"Sm3",341802,"t",2673359,"bbl",1164.47,"Sm3/day",7324.27,"bbl/day",244944368,"Sm3",0,"MJ",0,"MJ/Sm3",226343,"t"," ","Sm3",669974,"Sm3 o.e.",45954,"Sm3"
"MORVIN",4966234,2019,364100,"Sm3",292446,"t",2290122,"bbl",997.54,"Sm3/day",6274.31,"bbl/day",226641131,"Sm3",0,"MJ",0,"MJ/Sm3",210546,"t"," ","Sm3",590741,"Sm3 o.e.",40017,"Sm3"
"MORVIN",4966234,2020,266235,"Sm3",213902,"t",1674568,"bbl",727.42,"Sm3/day",4575.32,"bbl/day",165797471,"Sm3",0,"MJ",0,"MJ/Sm3",155075,"t"," ","Sm3",432032,"Sm3 o.e.",21248,"Sm3"
"MORVIN",4966234,2021,173186,"Sm3",139468,"t",1089307,"bbl",474.48,"Sm3/day",2984.4,"bbl/day",112565121,"Sm3",0,"MJ",0,"MJ/Sm3",105413,"t"," ","Sm3",285751,"Sm3 o.e.",7058,"Sm3"
"MORVIN",4966234,2022,191756,"Sm3",154526,"t",1206109,"bbl",525.36,"Sm3/day",3304.41,"bbl/day",123145472,"Sm3",0,"MJ",0,"MJ/Sm3",113448,"t"," ","Sm3",314901,"Sm3 o.e.",8120,"Sm3"
"MORVIN",4966234,2023,183553,"Sm3",147938,"t",1154513,"bbl",502.88,"Sm3/day",3163.05,"bbl/day",120154171,"Sm3",0,"MJ",0,"MJ/Sm3",110823,"t"," ","Sm3",303707,"Sm3 o.e.",17391,"Sm3"
"MORVIN",4966234,2024,14459,"Sm3",11724,"t",90944,"bbl",39.51,"Sm3/day",248.48,"bbl/day",10040275,"Sm3",0,"MJ",0,"MJ/Sm3",9283,"t"," ","Sm3",24499,"Sm3 o.e.",2092,"Sm3"
"MURCHISON",43665,1980,598566,"Sm3",484954,"t",3764866,"bbl",1635.43,"Sm3/day",10286.52,"bbl/day",113874000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",712440,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1981,4607167,"Sm3",3701584,"t",28978205,"bbl",12622.38,"Sm3/day",79392.34,"bbl/day",862153000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",5469320,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1982,7215608,"Sm3",5646769,"t",45384803,"bbl",19768.79,"Sm3/day",124341.93,"bbl/day",1108060000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",8323668,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1983,7384308,"Sm3",5765860,"t",46445894,"bbl",20230.98,"Sm3/day",127249.03,"bbl/day",1013463000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",8397771,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1984,7074763,"Sm3",5526978,"t",44498915,"bbl",19329.95,"Sm3/day",121581.74,"bbl/day",772983000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",7847746,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1985,6177803,"Sm3",4805160,"t",38857207,"bbl",16925.49,"Sm3/day",106458.1,"bbl/day",655726000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",6833529,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1986,4966624,"Sm3",3866040,"t",31239121,"bbl",13607.19,"Sm3/day",85586.63,"bbl/day",549550000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",5516174,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1987,4315865,"Sm3",3383137,"t",27145971,"bbl",11824.29,"Sm3/day",74372.52,"bbl/day",492032000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",4807897,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1988,3725056,"Sm3",2928078,"t",23429894,"bbl",10177.75,"Sm3/day",64016.11,"bbl/day",453616000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",4178672,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1989,2402015,"Sm3",1851886,"t",15108218,"bbl",6580.86,"Sm3/day",41392.38,"bbl/day",302491000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2704506,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1990,2389763,"Sm3",1840228,"t",15031155,"bbl",6547.3,"Sm3/day",41181.25,"bbl/day",340967000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2730730,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1991,1931602,"Sm3",1504896,"t",12149410,"bbl",5292.06,"Sm3/day",33286.05,"bbl/day",254408000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2186010,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1992,2296706,"Sm3",1799353,"t",14445844,"bbl",6275.15,"Sm3/day",39469.52,"bbl/day",299219000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",2595925,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1993,1405809,"Sm3",1104344,"t",8842272,"bbl",3851.53,"Sm3/day",24225.4,"bbl/day",209275000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1615084,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1994,1107311,"Sm3",867090,"t",6964776,"bbl",3033.73,"Sm3/day",19081.58,"bbl/day",168035000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1275346,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1995,1019966,"Sm3",789243,"t",6415392,"bbl",2794.43,"Sm3/day",17576.42,"bbl/day",164375000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1184341,"Sm3 o.e."," ","Sm3"
"MURCHISON",43665,1996,1186937,"Sm3",924158,"t",7465608,"bbl",3243,"Sm3/day",20397.84,"bbl/day",247334000,"Sm3",0,"MJ",0,"MJ/Sm3",0,"t"," ","Sm3",1434271,"Sm3 o.e."," ","Sm3"
